Restaurant Name,Aggregate rating,Rating Range,Count,,Votes,Average
Pizza Hut,3.4,,,,35,
Subway,3.4,,,,32,
Tandoor Restaurant,3.2,,,,151,
The BrewMaster,3.3,,,,49,
The Tamarind Tree,3.4,,,,106,
Cafe El Chico,3.6,,,,59,
Eat On,3.7,,,,105,
Hot Stuff,3.5,,,,105,
Paradise,3.6,,,,57,
Sagar Ratna,3.5,,,,134,
Moti Mahal Delux,3.3,,,,58,
Makhan Fish and Chicken Corner,3.4,,,,345,
Charming Chicken,3.9,,,,151,
Ahuja Milk Bhandar,4,,,,52,
Crystal Restaurant,3.4,,,,122,
Brijwasi Chat Bhandar,3.6,,,,56,
Bubby Fish & Chicken Corner,3.5,,,,91,
Bon Gateau,3.4,,,,26,
The Yellow Chilli,3.4,,,,98,
La Roma Pizzeria,3.5,,,,111,
Sakhis Watz Kukin,3.6,,,,51,
The Kulcha Land,3.9,,,,206,
Shudh Restaurant,3.4,,,,44,
Bade Bhai Ka Brothers' Dhaba,3.7,,,,94,
Bharawan Da Dhaba,3.5,,,,461,
Brothers Dhaba,3.8,,,,276,
Brothers' Amritsari Dhaba,3.8,,,,71,
Gurdas Ram Jalebi Wala,4.1,,,,104,
Kesar Da Dhabha,4.1,,,,878,
Beera Chicken Corner,3.8,,,,192,
Surjit Food Plaza,3.5,,,,96,
Kanha Sweets,4.1,,,,140,
Kream N Krunch,3.6,,,,240,
Balbeer's Kitchen & Bar,3.3,,,,65,
Angeethi Restaurant,3.3,,,,63,
Domino's Pizza,3.1,,,,19,
Hotel Laadli,3.4,,,,46,
Indiana Veg Restaurant,3.4,,,,75,
Madhuban Restaurant - Welcome Hotel Rama International,3.4,,,,94,
Mauj Restaurant,3.3,,,,47,
Naivedya,3.4,,,,71,
d' Curry House,3.6,,,,73,
Mokoholic Juice Bar,3.5,,,,21,
Ashoka's Veg Restaurant,3.3,,,,46,
Kareem's Fine Dining,3.3,,,,45,
That Baat,3.4,,,,34,
Bhoj Restaurant,3.7,,,,89,
Downside Up,3.2,,,,8,
Kareem's Kabab & Biryani,3.4,,,,39,
Great Sagar Restaurant,3.3,,,,74,
Kailash Restaurant,3.3,,,,76,
Yalla Yalla,3.3,,,,71,
Sultans of Spice,4.1,,,,2416,
The Fatty Bao - Asian Gastro Bar,4.7,,,,2369,
Toit,4.8,,,,10934,
Three Dots & A Dash,3.9,,,,1354,
Bombay Brasserie,4.2,,,,231,
Glen's Bakehouse,4,,,,3533,
Onesta,4.3,,,,1413,
Onesta,4.6,,,,781,
ECHOES Koramangala,4.7,,,,276,
Truffles,4.7,,,,9667,
The Black Pearl,4.1,,,,5385,
Eat Street,4.3,,,,753,
Koramangala Social,4.5,,,,1288,
AB's - Absolute Barbecues,4.6,,,,6907,
Flechazo,4.4,,,,983,
Onesta,4.6,,,,627,
Communiti,4.2,,,,334,
Big Brewsky,4.5,,,,5705,
Hoot,3.9,,,,405,
Farzi Cafe,4.4,,,,754,
Black N White Cafe,3.3,,,,51,
Maybe There,3.4,,,,63,
Sagar Gaire Fast Food,4.9,,,,427,
The Kasbah,3.9,,,,126,
Bake N Shake,4.2,,,,223,
10 Downing Street,4,,,,257,
Chi Kitchen,4,,,,103,
Pizza Hut,4.1,,,,118,
Kafe Kulture,3.8,,,,98,
Violet Hour,3.8,,,,33,
Bapu Ki Kutia,3.5,,,,175,
Da pizzeria,3.6,,,,111,
Papa Mexicano,3.6,,,,20,
Bake N Shake,4.1,,,,103,
Manohar Dairy And Restaurant,4.4,,,,243,
Manohar Dairy And Restaurant,4.1,,,,238,
Kebabsville - Sayaji Hotel,4.3,,,,128,
Indian Coffee House,3.9,,,,161,
The Urban Socialite,3.8,,,,79,
Bake N Shake,4.3,,,,120,
Tyre Patty,3.9,,,,289,
Silver Streak,4.1,,,,379,
Barbeque Nation,4.6,,,,154,
Central Perk 7,4.5,,,,145,
The Chicken Dinesty,3.9,,,,247,
Taste Of China,4,,,,145,
Michael's Kitchen,3.7,,,,118,
Mamma Mia - Mayfair Lagoon,4.1,,,,256,
99 North Restaurant,3.6,,,,173,
Adda,3.8,,,,424,
Chill Ummm,3.7,,,,338,
Lal Qila,3.7,,,,228,
Richard's Kitchen & Coffee Bar,3.8,,,,253,
Aangan Horizon,4,,,,90,
Brewberrys The Coffee Bar,4,,,,197,
Chai Break,4.3,,,,69,
JUGAAD JN.,4.1,,,,199,
Cha cTea,3.8,,,,56,
Food Fever,4.2,,,,49,
Mainland China,4.3,,,,345,
Eram Rooftop,3.5,,,,89,
The Night Factory,3.7,,,,665,
Brooklyn Central,4.2,,,,676,
Chili's,4.3,,,,970,
Kylin Experience,4.1,,,,300,
Mocha,4,,,,428,
Pirates of Grill,4,,,,1022,
Barbeque Nation,4.5,,,,1450,
TGI Friday's,4.3,,,,228,
Pal Dhaba,3.8,,,,982,
Midnight Chef,3.4,,,,502,
Nik Baker's,4.1,,,,698,
OvenFresh,4.1,,,,397,
Super Donuts,4,,,,265,
Taco Bell,4.2,,,,252,
Karim's,3.3,,,,86,
Virgin Courtyard,4.4,,,,817,
Burgrill,4.5,,,,249,
Uncle Jack's,4,,,,356,
That Madras Place,4.2,,,,1810,
Haunted,3.8,,,,519,
Pantry d'or,4.4,,,,1504,
Palmshore,4.2,,,,841,
Chili's,4.8,,,,1262,
Writer's Cafe,4.2,,,,191,
Fusilli Reasons,4.6,,,,1510,
Ciclo Cafe,4.1,,,,1004,
Kaidi Kitchen,4,,,,1820,
Bombay Brasserie,4.6,,,,1753,
Maplai,4.2,,,,1714,
Paradise,3.8,,,,1317,
L'amandier,4.3,,,,1607,
Palmshore,4.4,,,,645,
Palmshore,4.3,,,,742,
Basil With A Twist,4.5,,,,1210,
Barbeque Nation,4.4,,,,3848,
AB's - Absolute Barbecues,4.9,,,,859,
Coal Barbecues,4.6,,,,1267,
Pind,4,,,,2272,
Kuchi n Kream,4.6,,,,202,
Haribhavanam Hotel,3.9,,,,318,
Kites Cafe,3.8,,,,124,
Zucca Pizzeria,3.5,,,,274,
Burger Ka Baap,4.3,,,,147,
The Cascade Restaurant,4.1,,,,243,
24 Plus Cafe & Restaurant,3.8,,,,24,
Valarmathi Kongunaatu Samayal,4.5,,,,380,
Bird On Tree,3.8,,,,221,
Tim's Bistro,3.9,,,,85,
Batlivala & Khanabhoy,4.2,,,,40,
Cafe Totaram,4,,,,132,
Cream Centre,4,,,,203,
On The Go,4,,,,215,
Sree Annapoorna,4.3,,,,225,
That's Y Food,4.2,,,,299,
CakeBee,4.9,,,,200,
Yari,4.2,,,,221,
Cream Stone,4.3,,,,161,
Barbeque Nation,4.4,,,,505,
The Punjabi Essence Restaurant,3.6,,,,102,
Tirupati Restaurant,3.8,,,,115,
Anandam,3.9,,,,141,
Town Table Restaurant,3.9,,,,173,
Kalsang Friends Corner,4.2,,,,406,
The Great Indian Pub,4.9,,,,50,
BMG - All Day Dining,4.3,,,,63,
Punjab Grill,4,,,,98,
TBistro,3.8,,,,230,
Y Cafe & Restaurant,4,,,,94,
Eddie's Patisserie,4.1,,,,64,
First Gear Cafe,3.9,,,,131,
Dunkin Donuts,3.9,,,,101,
Doon Darbar,3.9,,,,121,
Razzmatazz,3.9,,,,39,
Barbeque Nation,4.4,,,,66,
Black Pepper Restaurant,4,,,,175,
Cafe Marigold,4.1,,,,104,
Jalapenos,4.2,,,,68,
Kalsang AMA Cafe,4.2,,,,89,
Desire Foods,2.9,,,,4,
Knight Rock,2.8,,,,16,
Punjab Restaurant,2.8,,,,8,
Raju Dhaba,2.9,,,,8,
Rakheja Bakery,2.8,,,,7,
Snax Points,3,,,,4,
Aggarwal Sweet Corner,0,,,,1,
Kashyap Vaishno Dhaba,0,,,,3,
Total Food Court,0,,,,3,
The Chaiwalas,0,,,,0,
Cafe And More,2.9,,,,4,
Green Chick Chop,3,,,,7,
Kolkata Hot Kathi Rolls,2.9,,,,11,
Aapki Rasoi,0,,,,1,
Fusion Food Corner,0,,,,0,
Punjabi Rasoi,0,,,,0,
Kebab Xpress,2.8,,,,49,
McDonald's,3.4,,,,58,
Suruchi,3.4,,,,233,
Berco's,3.8,,,,508,
Dunkin' Donuts,3.6,,,,98,
The Chocolate Room,3.6,,,,59,
Baskin Robbin,0,,,,0,
Popcorn Fusion,0,,,,1,
Subway,0,,,,2,
KFC,2.1,,,,57,
Barbeque Nation,4,,,,299,
Yo! China,4.1,,,,239,
Giani's,3.2,,,,16,
Momo-Cha,2.7,,,,16,
Shree Rathnam,3.4,,,,48,
Mirage Restro Bar,2.4,,,,25,
Jai Jagannath Hotel,0,,,,3,
Gelato Vinto,2.8,,,,12,
Maggi Point,0,,,,2,
Angaar,0,,,,0,
TcozY,0,,,,0,
The Retriever,0,,,,0,
Bangali Sweets & Restaurant,0,,,,2,
Silver,0,,,,3,
Chill 'N Grill,0,,,,0,
Punjabi Restaurant,0,,,,0,
Standard Chicken Point,0,,,,0,
The Grillz & Gravy,0,,,,0,
Cakes 'n Bakes - Park Plaza,3,,,,15,
Cafe Bite,3.2,,,,19,
Cafe Light,2.8,,,,8,
Little Cafe,0,,,,0,
Momo-Cha,2.8,,,,20,
Oregano India,3.1,,,,11,
Sagar Bakery,3,,,,11,
Smugglers,3.1,,,,7,
Welcome,2.9,,,,13,
Giani's,0,,,,0,
Invitation,0,,,,3,
New Dilight,0,,,,0,
Chimney,3.3,,,,25,
Chopstick,3,,,,22,
Hot & Tasty Chinese Food,2.6,,,,26,
Sanjha Chulha,2.9,,,,16,
Frontier,2.9,,,,7,
Oxy Lounge,3.1,,,,28,
City Dhaba,0,,,,0,
Garam Masala,0,,,,0,
Mittal Fast Food,0,,,,0,
Al Bake,3.2,,,,31,
Anupam Sweet,3.4,,,,70,
Cafe Coffee Day,3.3,,,,67,
Chicago Pizza,2.7,,,,35,
Crispy Crust,3.4,,,,22,
Frontier,3.3,,,,17,
Gulab,2.6,,,,39,
Hunger Cure Express,3.3,,,,35,
Maitre Patissier,3.4,,,,35,
Momo-Cha,2.7,,,,32,
Nirula's,2.6,,,,14,
The Grub House,2.7,,,,17,
Twenty Four Seven,3.4,,,,35,
Cafe Parmesan,4.5,,,,799,
Briosca,3.6,,,,62,
Burger Point,3.5,,,,24,
Cafe Grub Up,3.8,,,,134,
Cakes At Bhawanas,3.5,,,,26,
Chaudhary Bhojnalaya,3.6,,,,93,
Chickenette,3.7,,,,280,
Giani,3.6,,,,70,
Green Chick Chop,3.5,,,,31,
Hash Stix,3.6,,,,25,
Juice On Go,3.5,,,,18,
Keventers,3.6,,,,27,
MD's Kebabs & Curries,3.8,,,,27,
Perfect Bake,3.5,,,,39,
Perfect Bake,3.6,,,,126,
Sethi's Delicacy,3.8,,,,75,
Subway,3.5,,,,143,
Caf?? Bogchi,4.1,,,,153,
Ashoka Restaurant,2.9,,,,43,
Baskin Robbins,2.9,,,,4,
China Hot Pot,2.5,,,,25,
Handi Chhadeyan Di,3.1,,,,26,
Hungrill,3,,,,4,
Kant Khana Khazana,3.4,,,,22,
Open Yard,3.3,,,,14,
Recipe Badshah,3.1,,,,8,
The Chai Cafe,3.1,,,,8,
Apna Restaurant,0,,,,0,
Chaudhary Chaap & Chinese,0,,,,0,
Chings Chinese,0,,,,0,
Food On Wheels,0,,,,0,
Gulshan Hotel,0,,,,2,
Maa Kali Foods,0,,,,0,
The Street Kitchen,0,,,,0,
United Kitchen,0,,,,0,
Eat N Treat,2.8,,,,20,
Hotel Ekant,2.7,,,,39,
Momo-Cha,2.7,,,,56,
Paradise Inn,2.7,,,,43,
Red Chilli,2.8,,,,9,
Shiv Restaurant,2.7,,,,20,
Sohan Sweets & Namkeen,3.2,,,,41,
The Binge Box Cafe,3.4,,,,18,
Tmos Moving Feast,3.3,,,,76,
Tmos Cafe Corner,0,,,,1,
Parkash Dhaba,3,,,,6,
Sanjha Chulha,3.3,,,,219,
Hareram Bikanerzaika,2.8,,,,11,
Kulcha Paaji,3.1,,,,12,
Shree Bikaner Misthan Bhandar,2.8,,,,13,
"The Hub - Gourmet, Bakers & More",3,,,,7,
Anand Dhaba,0,,,,1,
Bikaneri Sweets & Restaurant,0,,,,0,
Delicieux Ice Cream Rolls,0,,,,1,
Flying Tandoor,0,,,,3,
Food Station,0,,,,0,
Grub Hub,0,,,,1,
Punjabi Chulha,0,,,,3,
Purani Dilli Da Swad,0,,,,2,
The BBQ Garden,0,,,,0,
The Chaiwalas,0,,,,0,
Funk House Cafe,2.6,,,,15,
Shiksha Fast Food,2.9,,,,5,
Hungry Head,0,,,,0,
Tandoori Hut,0,,,,0,
Lalit Kathi Rolls Momos,3.1,,,,9,
Tamasha In Tafree,0,,,,3,
Oh My!,0,,,,2,
Butter & Grace,3.1,,,,7,
Green Chick Chop,3.1,,,,9,
Snacks Bar,2.9,,,,4,
Ahata,0,,,,1,
Fritrolla,0,,,,0,
KitchenYard,0,,,,0,
Meghansh Bakery,0,,,,2,
Oh My !,0,,,,1,
The Dark Hour - Kitchen,0,,,,1,
Anupama Sweets & Family Restaurant,2.7,,,,28,
Shree Rathnam,2.7,,,,29,
Bikaner Misthan Bhandar,0,,,,0,
King's Kitchen,0,,,,1,
Muradabadi Chicken Biryani Corner,0,,,,0,
The Black Kettle,0,,,,0,
Desi Tadka,3,,,,6,
Destination Live,3.3,,,,12,
Kay's Bake Land,3.1,,,,19,
Kay's Food Land,3.1,,,,14,
Laziz Restaurant,2.8,,,,11,
Le Chef Restro Bar,2.7,,,,70,
Republic of Chicken,3.1,,,,18,
Tanishka Restaurant & Caterers,2.9,,,,14,
The Tandoori Times,2.7,,,,48,
Twist of Italy,3.6,,,,52,
Aggarwal Sweets And Caterers,0,,,,1,
Biryani Bot,0,,,,0,
Caf?? Kitchen,0,,,,0,
Evergreen Sweets & Restaurant,0,,,,2,
Magic Spice Wok,0,,,,0,
Magical Momos,0,,,,0,
Sam's Bake Shop,0,,,,1,
Shri Bikaner Misthan Bhandar,0,,,,0,
Tasty Dhaba Family Restaurant,0,,,,0,
U & I,0,,,,0,
Cravings,3,,,,4,
Evergreen Tandoori Night,0,,,,3,
Prelibato,0,,,,0,
Aravali Owls,0,,,,0,
Chicken Inn Family Meat Shop,0,,,,1,
Mother's Kitchen,0,,,,0,
Domino's Pizza,2.9,,,,10,
Green Chick Chop,3.1,,,,5,
Punjabi Culture,2.9,,,,4,
Three Olives,2.9,,,,4,
Aggarwal's Bikaner Mishthan Bhandar,0,,,,0,
Aravalli Owls,0,,,,0,
Chatny Delight,0,,,,1,
Harmann Restaurant,0,,,,3,
Kulcha King,0,,,,2,
Royal Bakers,0,,,,0,
Touch of Spice,0,,,,0,
Hunger Cure,3.2,,,,47,
Sanjha Chulha,2.5,,,,79,
Queens Cakes,3.5,,,,29,
Sri Meenakshi South Indian Food,0,,,,1,
Sardar A Pure Meat Shop,0,,,,0,
Invitation Restaurant,2.7,,,,17,
Kaushik Bakery,3,,,,9,
Rama Vaishnav Bhojnalaya,3,,,,7,
Shiv Saras Vyanjan,2.9,,,,5,
Shree Bikaner Misthan Bhandar,3,,,,8,
Shree Bikaner Misthan Bhandar,3.1,,,,15,
Standard Family Restaurant,2.9,,,,16,
The Hunger End,3,,,,4,
Pizza Express,0,,,,1,
Anupam Sweets & Restaurant,3,,,,10,
Caramel,2.9,,,,9,
Chaska Restaurant,3.2,,,,24,
Club Pizzeria,3.4,,,,19,
Gupha,2.9,,,,8,
Indian Gourmet,3,,,,8,
Tandoori Zaaika's,3.2,,,,39,
TCD Cake & Bake,3.1,,,,10,
The Grill Darbar,3.3,,,,17,
Urban Cuisine,3.4,,,,37,
Mister Mughal,3.5,,,,33,
The Hub,3.1,,,,9,
Bake Your Dreamz,0,,,,3,
Green Chilly Chinese Food,0,,,,2,
Mom's Kitchen,0,,,,1,
The Baking Treats N More,0,,,,0,
Twin Brothers,0,,,,0,
Aggarwal Sweets Centre,2.9,,,,4,
Bawarchi,3,,,,14,
D ART of Flavour,2.8,,,,13,
Italia Cafe by Aura,2.8,,,,5,
Pizza Street,2.6,,,,12,
Rock Cafe,3,,,,8,
Sardaar Ji Chaap & Rolls,3.1,,,,7,
Spice Wok,3.1,,,,18,
Vrindavan Sweets & Restaurant,3,,,,22,
Yummy Cake,3,,,,4,
Bikaner Sweets & Bakers,0,,,,0,
Burger Xpress,0,,,,0,
Da Pizza Zone,0,,,,0,
Finger Licious,0,,,,0,
Med E Taste,0,,,,3,
Punjabii Tandoor,0,,,,3,
Shankar Sweets,0,,,,0,
Tasty Bites,0,,,,2,
The Street- Curries & Grills,0,,,,1,
Bakers Delight - The Atrium,3,,,,10,
On The Rocks - The  Atrium,3.1,,,,18,
World Cafe - Vibe by The LaLiT Traveller,3.3,,,,56,
Chaudhary Ke Mashhoor Paranthe,2.8,,,,14,
Thakur Bakers,3,,,,6,
FoodByMom,3.6,,,,161,
Mr. Brown,3.9,,,,52,
Mitalis Kitchen,0,,,,1,
The Big Scoop,0,,,,0,
9 Mars Lounge,2.5,,,,184,
Barista,3.4,,,,33,
Baskin Robbins,3.3,,,,27,
Burger King,3.4,,,,327,
Cafe Coffee Day,3.2,,,,63,
Chinese X'Press,2.9,,,,16,
Cinch,2.6,,,,92,
Costa Coffee,3.3,,,,60,
Domino's Pizza,3.2,,,,17,
Dosa X'press,3,,,,6,
Kebab Xpress,2.7,,,,14,
Let's Noodle,2.6,,,,181,
McDonald's,3.3,,,,150,
Mx Corn,3.1,,,,7,
Dunkin' Donuts,3.6,,,,252,
Haldiram's,3.6,,,,187,
Pind Balluchi,1.8,,,,322,
Maini Restaurant,3.3,,,,114,
The Dosa King,3.2,,,,80,
Baba Au Rhum,4.5,,,,280,
Burger Factory,4.8,,,,415,
Club Cubana,4.4,,,,646,
Curlies,3.5,,,,1681,
La Plage,4.6,,,,302,
St. Anthony's,3.8,,,,911,
Britto's Bar & Restaurant,4.3,,,,2191,
Fat Fish,4.2,,,,856,
Martin's Corner,4.4,,,,1115,
Infantaria,3.7,,,,1221,
Souza Lobo,4.3,,,,918,
Fisherman's Cove,3.8,,,,601,
Calamari,4.2,,,,414,
The Fisherman's Wharf,4.6,,,,555,
LPK Waterfront,3.7,,,,516,
Ritz Classic,4.5,,,,840,
The Black Sheep Bistro,4.7,,,,681,
Cafe Al Fresco by Cantina Bodega,4.3,,,,265,
The Fisherman's Wharf,4.4,,,,323,
Antares,4.2,,,,367,
K Lab,3.4,,,,16,
Pind Balluchi,2.7,,,,80,
Punjab Grill,4.3,,,,1887,
Zambar,4,,,,802,
Cakes & More,3,,,,4,
Kwality Wall's Swirl's,3,,,,5,
Yo! Dimsum,3,,,,10,
Mx Corn,0,,,,2,
Red,3,,,,57,
Rocketchefs,3.1,,,,4,
The Fresh Chicken Store,2.9,,,,4,
Achoos Food Corner,0,,,,0,
Aha Bites,0,,,,0,
Ancient Spice,0,,,,2,
Chimney - The Takeaway,0,,,,1,
Costa Coffee,0,,,,2,
Good to Go,0,,,,1,
Gopi Sweets & Caters,0,,,,0,
Late Night Food,0,,,,1,
Lavi Foji Dhaba,0,,,,0,
Narayan Fast Food Home,0,,,,0,
OMG Kitchenz,0,,,,1,
OMG Tiffinz,0,,,,0,
Sardarji Chicken Point,0,,,,1,
Solty Hotel,0,,,,0,
Tanishk Gourmet Indian,0,,,,0,
The Burger Chef,0,,,,3,
Club Tokyo - Best Western Skycity Hotel,2.8,,,,13,
Lattitude - Skycity Hotel,2.9,,,,15,
Bisque Bakery,3.9,,,,415,
Behrouz Biryani,3.4,,,,36,
Domino's Pizza,3.4,,,,104,
Giani,3.4,,,,70,
PizzaVito,3.3,,,,218,
Shawarma House,3.4,,,,225,
Subway,2.5,,,,150,
Asian Bistro,3.8,,,,184,
BBQ Factory,3.9,,,,146,
Faaso's,3.6,,,,33,
Chaayos,4.3,,,,48,
Mosaic - Country Inn & Suites,3.8,,,,91,
60 ML - Country Inn & Suites by Carlson,3,,,,7,
Mosaic - Country Inn & Suites by Carlson,3.5,,,,37,
Big Shot Bar - Country Inn & Suites,3.5,,,,32,
Mosaic - Country Inn & Suites By Carlson,3.4,,,,19,
Downtown Kitchen & Bar - Courtyard by Marriott,3.2,,,,6,
Courtyard Grill - Courtyard by Marriott,0,,,,3,
Di Ghent Boulangerie,3.9,,,,231,
Khyen Chyen,3.7,,,,364,
The Pint Room,3.7,,,,127,
Tughlaq,3.5,,,,351,
Big Wong XL,4,,,,162,
Bunker,4.2,,,,248,
Culture Cafe,4.2,,,,144,
Nowhere Terrace Brewpub Cafe,4.1,,,,214,
Cafe G - Crowne Plaza,3.9,,,,181,
Wildfire - Crowne Plaza,3.7,,,,131,
Isabella,2.8,,,,191,
Fatburger,3.3,,,,793,
Burma Burma,4.6,,,,563,
Pier 38,4.6,,,,177,
Yum Yum Cha,4.5,,,,407,
Amici Cafe,3.7,,,,647,
Au Bon Pain,3.7,,,,503,
California Pizza Kitchen,3.7,,,,980,
Chai Point,3.7,,,,544,
Cherry Comet,3.6,,,,455,
Circus,3.9,,,,230,
Dunkin' Donuts,3.8,,,,701,
Holy Smoke,3.6,,,,313,
Italiano,3.6,,,,625,
Krispy Kreme,3.9,,,,425,
Not Just Paranthas,3.6,,,,734,
Oh! Calcutta,3.8,,,,706,
Olive Bistro,3.9,,,,1490,
Pita Pit,3.9,,,,870,
Raasta,3.8,,,,1065,
Red Mango,3.6,,,,365,
Rred Hot Asian Bistro,3.5,,,,384,
Smaaash,3.9,,,,622,
Starbucks,3.9,,,,560,
Sutra Gastropub,3.8,,,,1046,
Taco Bell,3.8,,,,176,
The People & Co.,3.7,,,,173,
Theobroma,3.8,,,,227,
Wendy's,3.9,,,,296,
The Wine Company,2.4,,,,2412,
Cafe Delhi Heights,4,,,,1840,
Cyber Hub Social,4.3,,,,716,
Delifrance - The France Cafe Bakery,4,,,,199,
Dhaba By Claridges,4,,,,1658,
Farzi Cafe,4.3,,,,4385,
Hard Rock Cafe,4.1,,,,1949,
Instapizza,4,,,,219,
Made In Punjab,4,,,,1595,
Nando's,4,,,,1730,
Quaff,4.1,,,,353,
SodaBottleOpenerWala,4,,,,2843,
The Grill Mill,4,,,,209,
Knight Rider,3.1,,,,185,
Chaayos,3.8,,,,393,
Nooba,3.8,,,,333,
Domino's Pizza,2.4,,,,125,
Indigo Delicatessen,4.2,,,,205,
Escape Terrace Bar Kitchen,3.4,,,,294,
Kwaliti,3.3,,,,129,
Subway,2.5,,,,125,
Burger Point,3.8,,,,74,
Chaat Chowk,3.7,,,,217,
Chef Style,3.8,,,,239,
Delhicacy,3.8,,,,317,
Dimsum & Co.,3.9,,,,136,
Instapizza,3.6,,,,426,
L'Opera,3.8,,,,196,
Lazeez Food,3.5,,,,173,
Le Marche Sugar & Spice Cafe,3.5,,,,52,
The Breakfast Club,3.5,,,,189,
Sugar & Spice - Le Marche,2.4,,,,88,
Crudo Juicery,4.3,,,,154,
Fork with Stick,4,,,,169,
Uptown Fresh Beer Cafe,4.1,,,,230,
Barista,3.2,,,,18,
Cafe Coffee Day,2.6,,,,27,
Domino's Pizza,2.8,,,,30,
Italiano,3,,,,49,
McDonald's,2.6,,,,30,
Parantha Gurus,3.3,,,,27,
Pizza Hut Delivery,2.8,,,,29,
Sibang Bakery,3.3,,,,13,
Sonya Bakery Cafe,3.3,,,,20,
Subway,3.1,,,,46,
Viva Hyderabad,2.5,,,,69,
7 Barrel Brew Pub,3.9,,,,490,
Wai Yu Mun Ching,3.5,,,,112,
Baskin Robbins,0,,,,3,
KFC,2.2,,,,73,
Burmese Kitchen Plus,3.4,,,,65,
Drinks Come True,3.1,,,,9,
Eat All Nite,3.2,,,,184,
Frontier,2.9,,,,4,
GenY Cuisines,3,,,,4,
K Raga's,2.9,,,,5,
Kangri,3.4,,,,84,
Makhmali Kebabs,3.2,,,,10,
Masala Ville,3.2,,,,15,
Night Food Xprs,3.1,,,,12,
Roti Boti,2.9,,,,35,
Sama Chicken Biryani,2.9,,,,4,
Subway,2.8,,,,54,
The Rolling Pin Bakery,3.1,,,,10,
Weird Time Food,3.1,,,,7,
Twigly,4.6,,,,395,
Asian Haus,3.9,,,,360,
Beyond Breads,3.8,,,,326,
Biryani By Kilo,3.9,,,,403,
Captain Grub,3.8,,,,447,
Pita Pit,3.5,,,,56,
Rawleaf,3.6,,,,38,
Sushi Haus,3.8,,,,124,
Eggzellent,0,,,,1,
High On Tea,0,,,,3,
Sona Bridge Hotel,0,,,,2,
Yo! Dimsum,0,,,,1,
Angrezee Choupal,3.8,,,,299,
Ashoka Snacks Corner,0,,,,0,
Chefoncalls,0,,,,0,
Corp Kitchen,0,,,,0,
Good Food,0,,,,0,
Mahek By Greenz,0,,,,0,
Pao King,0,,,,0,
Prabhat Fast Food Corner,0,,,,1,
Shama Chicken Corner,0,,,,0,
Unique Food Hut,0,,,,0,
A 1 - Snacks and food corner,2.5,,,,16,
Anandum,3.2,,,,13,
Apni Rasoi,3,,,,160,
Banke Bihari Bhojanalay,2.6,,,,36,
Biryani 365,3.2,,,,17,
Bro's Kitchenette,3.3,,,,11,
Cafe Coffee Day,3.1,,,,9,
Cafe Coffee Day,3.2,,,,26,
Cafe Du Rendezvous,3.2,,,,21,
Cake 24x7,3.3,,,,25,
Cake On Wheels,2.8,,,,18,
Cake Point,2.9,,,,7,
Cake Point,3,,,,35,
Cakes Degree,3.4,,,,18,
Chateau Garlic,3,,,,14,
Chennai Express,3.2,,,,15,
Crust N Cakes,3.4,,,,18,
Dabba Meat,3.4,,,,29,
Deepak Rasoi,2.7,,,,22,
Foodaucity - Bum Bum Bholey Ke Chole Bhature,3.3,,,,14,
Foodies Nation,3.4,,,,19,
Goli Vada Pav No. 1,3.1,,,,83,
Grandma's Kitchen,2.5,,,,20,
Gurgaon Hights,2.5,,,,19,
Idliss,3.4,,,,359,
Indian Home Food,2.6,,,,51,
Jetha Lal Ka Dhabha,3.1,,,,53,
Kusum Rolls,3.1,,,,71,
Megha Vaishno Dhaba,3.1,,,,33,
Nikhil Food Point,2.7,,,,19,
Plan B,3.4,,,,132,
Punjabi Zaika,3.2,,,,74,
Rasoi,3,,,,6,
Roll's Royce,3.2,,,,42,
Shree Bikaner Misthan Bhandar,3.1,,,,29,
Smokey Pan,3.2,,,,14,
Surprise O Meal,3.4,,,,35,
Tandoor on The Way,3.2,,,,45,
Tawa N Tandoor,2.7,,,,51,
The Paradise Biryani,2.9,,,,22,
The Royal,3.3,,,,15,
Theka Desi Khaana,3,,,,12,
Tobasco Kitchen,3.2,,,,38,
Tpot,3.2,,,,15,
Uncle's Cafe,2.7,,,,23,
Welcome Cafeteria,3.3,,,,23,
Yo Yo China Town,2.8,,,,31,
Caterspoint,4.9,,,,223,
Bake-a-boo,3.7,,,,55,
Burger Hut,3.6,,,,319,
China Gatherings,3.5,,,,46,
Crazy Bhukkhad,3.9,,,,54,
Deez Biryani & Kebabs,3.7,,,,371,
Fomads,3.6,,,,26,
Happy Beings,3.5,,,,66,
InstaDozza,3.5,,,,28,
Mom's Kitchen,3.5,,,,27,
The Baker's Bar  ... Bakery & Cafe,3.6,,,,29,
Veg Ex,3.8,,,,45,
Volt - By Plan B,3.5,,,,19,
ZASTY,3.5,,,,52,
Aahar,2,,,,60,
Chicken Bytes,2.1,,,,34,
Flying Cakes,2.2,,,,136,
Punjabi Tadka,2.2,,,,43,
Coldpress Company,4,,,,34,
Crudo Juicery,4.3,,,,33,
First Eat,4,,,,162,
Zoe,4.3,,,,217,
Dabba Meat,3.1,,,,195,
Kashmiri Kitchen,3.4,,,,210,
Rumi's Kitchen,3.4,,,,165,
Baking Bad,3.7,,,,98,
Bamboo Boat,3.8,,,,115,
Big Jack's,3.5,,,,129,
Kebab Gali,3.9,,,,164,
Lucknow Mail,3.8,,,,86,
Monster's Cafe,3.5,,,,269,
