Restaurant Name,Has Online delivery,UNIQUE,Count,percentage,Aggregate rating,average
McDonald's,No,,,,3.3,
Pind Balluchi,No,,,,3.2,
Pizza Hut,No,,,,3.4,
Subway,No,,,,3.4,
Tandoor Restaurant,No,,,,3.2,
The BrewMaster,No,,,,3.3,
The Tamarind Tree,No,,,,3.4,
Cafe El Chico,No,,,,3.6,
Eat On,No,,,,3.7,
Hot Stuff,No,,,,3.5,
Paradise,No,,,,3.6,
Sagar Ratna,No,,,,3.5,
Moti Mahal Delux,No,,,,3.3,
Makhan Fish and Chicken Corner,No,,,,3.4,
Charming Chicken,No,,,,3.9,
Ahuja Milk Bhandar,No,,,,4,
Crystal Restaurant,No,,,,3.4,
Brijwasi Chat Bhandar,No,,,,3.6,
Bubby Fish & Chicken Corner,No,,,,3.5,
Bon Gateau,No,,,,3.4,
The Yellow Chilli,No,,,,3.4,
La Roma Pizzeria,No,,,,3.5,
Sakhis Watz Kukin,No,,,,3.6,
The Kulcha Land,No,,,,3.9,
Shudh Restaurant,No,,,,3.4,
Bade Bhai Ka Brothers' Dhaba,No,,,,3.7,
Bharawan Da Dhaba,No,,,,3.5,
Brothers Dhaba,No,,,,3.8,
Brothers' Amritsari Dhaba,No,,,,3.8,
Gurdas Ram Jalebi Wala,No,,,,4.1,
Kesar Da Dhabha,No,,,,4.1,
Beera Chicken Corner,No,,,,3.8,
Surjit Food Plaza,No,,,,3.5,
Kanha Sweets,No,,,,4.1,
Kream N Krunch,No,,,,3.6,
Balbeer's Kitchen & Bar,No,,,,3.3,
Angeethi Restaurant,No,,,,3.3,
Domino's Pizza,No,,,,3.1,
Hotel Laadli,No,,,,3.4,
Indiana Veg Restaurant,No,,,,3.4,
Madhuban Restaurant - Welcome Hotel Rama International,No,,,,3.4,
Mauj Restaurant,No,,,,3.3,
Naivedya,No,,,,3.4,
d' Curry House,No,,,,3.6,
Mokoholic Juice Bar,No,,,,3.5,
Ashoka's Veg Restaurant,No,,,,3.3,
Kareem's Fine Dining,No,,,,3.3,
That Baat,No,,,,3.4,
Bhoj Restaurant,No,,,,3.7,
Downside Up,No,,,,3.2,
Kareem's Kabab & Biryani,No,,,,3.4,
Great Sagar Restaurant,No,,,,3.3,
Kailash Restaurant,No,,,,3.3,
Yalla Yalla,No,,,,3.3,
Sultans of Spice,Yes,,,,4.1,
The Fatty Bao - Asian Gastro Bar,Yes,,,,4.7,
Toit,No,,,,4.8,
Three Dots & A Dash,No,,,,3.9,
Bombay Brasserie,Yes,,,,4.2,
Glen's Bakehouse,No,,,,4,
Onesta,Yes,,,,4.3,
Onesta,No,,,,4.6,
ECHOES Koramangala,No,,,,4.7,
Truffles,Yes,,,,4.7,
The Black Pearl,No,,,,4.1,
Eat Street,Yes,,,,4.3,
Koramangala Social,No,,,,4.5,
AB's - Absolute Barbecues,No,,,,4.6,
Flechazo,No,,,,4.4,
Onesta,No,,,,4.6,
Communiti,No,,,,4.2,
Big Brewsky,Yes,,,,4.5,
Hoot,No,,,,3.9,
Farzi Cafe,No,,,,4.4,
Black N White Cafe,No,,,,3.3,
Maybe There,No,,,,3.4,
Sagar Gaire Fast Food,No,,,,4.9,
The Kasbah,No,,,,3.9,
Bake N Shake,No,,,,4.2,
10 Downing Street,No,,,,4,
Chi Kitchen,No,,,,4,
Pizza Hut,No,,,,4.1,
Kafe Kulture,No,,,,3.8,
Violet Hour,No,,,,3.8,
Bapu Ki Kutia,No,,,,3.5,
Da pizzeria,No,,,,3.6,
Papa Mexicano,No,,,,3.6,
Bake N Shake,No,,,,4.1,
Manohar Dairy And Restaurant,No,,,,4.4,
Manohar Dairy And Restaurant,No,,,,4.1,
Kebabsville - Sayaji Hotel,No,,,,4.3,
Indian Coffee House,No,,,,3.9,
The Urban Socialite,No,,,,3.8,
Bake N Shake,No,,,,4.3,
Tyre Patty,No,,,,3.9,
Silver Streak,No,,,,4.1,
Barbeque Nation,No,,,,4.6,
Central Perk 7,No,,,,4.5,
The Chicken Dinesty,No,,,,3.9,
Taste Of China,No,,,,4,
Michael's Kitchen,No,,,,3.7,
Mamma Mia - Mayfair Lagoon,No,,,,4.1,
99 North Restaurant,No,,,,3.6,
Adda,No,,,,3.8,
Chill Ummm,No,,,,3.7,
Lal Qila,No,,,,3.7,
Richard's Kitchen & Coffee Bar,No,,,,3.8,
Aangan Horizon,No,,,,4,
Brewberrys The Coffee Bar,No,,,,4,
Chai Break,No,,,,4.3,
JUGAAD JN.,No,,,,4.1,
Cha cTea,No,,,,3.8,
Food Fever,No,,,,4.2,
Mainland China,No,,,,4.3,
Eram Rooftop,No,,,,3.5,
The Night Factory,Yes,,,,3.7,
Brooklyn Central,No,,,,4.2,
Chili's,Yes,,,,4.3,
Kylin Experience,No,,,,4.1,
Mocha,No,,,,4,
Pirates of Grill,No,,,,4,
Barbeque Nation,No,,,,4.5,
TGI Friday's,No,,,,4.3,
Pal Dhaba,No,,,,3.8,
Midnight Chef,Yes,,,,3.4,
Nik Baker's,No,,,,4.1,
OvenFresh,No,,,,4.1,
Super Donuts,Yes,,,,4,
Taco Bell,Yes,,,,4.2,
Karim's,No,,,,3.3,
Virgin Courtyard,No,,,,4.4,
Burgrill,Yes,,,,4.5,
Uncle Jack's,No,,,,4,
That Madras Place,Yes,,,,4.2,
Haunted,Yes,,,,3.8,
Pantry d'or,Yes,,,,4.4,
Palmshore,Yes,,,,4.2,
Chili's,Yes,,,,4.8,
Writer's Cafe,Yes,,,,4.2,
Fusilli Reasons,No,,,,4.6,
Ciclo Cafe,No,,,,4.1,
Kaidi Kitchen,Yes,,,,4,
Bombay Brasserie,Yes,,,,4.6,
Maplai,No,,,,4.2,
Paradise,Yes,,,,3.8,
L'amandier,Yes,,,,4.3,
Palmshore,Yes,,,,4.4,
Palmshore,Yes,,,,4.3,
Basil With A Twist,Yes,,,,4.5,
Barbeque Nation,No,,,,4.4,
AB's - Absolute Barbecues,No,,,,4.9,
Coal Barbecues,No,,,,4.6,
Pind,No,,,,4,
Kuchi n Kream,Yes,,,,4.6,
Haribhavanam Hotel,No,,,,3.9,
Kites Cafe,Yes,,,,3.8,
Zucca Pizzeria,Yes,,,,3.5,
Burger Ka Baap,No,,,,4.3,
The Cascade Restaurant,Yes,,,,4.1,
24 Plus Cafe & Restaurant,No,,,,3.8,
Valarmathi Kongunaatu Samayal,No,,,,4.5,
Bird On Tree,No,,,,3.8,
Tim's Bistro,Yes,,,,3.9,
Batlivala & Khanabhoy,No,,,,4.2,
Cafe Totaram,Yes,,,,4,
Cream Centre,No,,,,4,
On The Go,No,,,,4,
Sree Annapoorna,No,,,,4.3,
That's Y Food,No,,,,4.2,
CakeBee,Yes,,,,4.9,
Yari,No,,,,4.2,
Cream Stone,No,,,,4.3,
Barbeque Nation,No,,,,4.4,
The Punjabi Essence Restaurant,No,,,,3.6,
Tirupati Restaurant,No,,,,3.8,
Anandam,No,,,,3.9,
Town Table Restaurant,No,,,,3.9,
Kalsang Friends Corner,No,,,,4.2,
The Great Indian Pub,No,,,,4.9,
BMG - All Day Dining,No,,,,4.3,
Punjab Grill,No,,,,4,
TBistro,No,,,,3.8,
Y Cafe & Restaurant,No,,,,4,
Eddie's Patisserie,No,,,,4.1,
First Gear Cafe,No,,,,3.9,
Dunkin Donuts,No,,,,3.9,
Doon Darbar,No,,,,3.9,
Razzmatazz,No,,,,3.9,
Barbeque Nation,No,,,,4.4,
Black Pepper Restaurant,No,,,,4,
Cafe Marigold,No,,,,4.1,
Jalapenos,No,,,,4.2,
Kalsang AMA Cafe,No,,,,4.2,
Desire Foods,No,,,,2.9,
Knight Rock,No,,,,2.8,
Punjab Restaurant,No,,,,2.8,
Raju Dhaba,No,,,,2.9,
Rakheja Bakery,No,,,,2.8,
Snax Points,No,,,,3,
Aggarwal Sweet Corner,No,,,,0,
Kashyap Vaishno Dhaba,No,,,,0,
Total Food Court,No,,,,0,
The Chaiwalas,No,,,,0,
Cafe And More,No,,,,2.9,
Green Chick Chop,No,,,,3,
Kolkata Hot Kathi Rolls,No,,,,2.9,
Aapki Rasoi,No,,,,0,
Fusion Food Corner,No,,,,0,
Punjabi Rasoi,No,,,,0,
Kebab Xpress,Yes,,,,2.8,
McDonald's,No,,,,3.4,
Suruchi,No,,,,3.4,
Berco's,Yes,,,,3.8,
Dunkin' Donuts,Yes,,,,3.6,
The Chocolate Room,Yes,,,,3.6,
Baskin Robbin,No,,,,0,
Popcorn Fusion,No,,,,0,
Subway,No,,,,0,
KFC,Yes,,,,2.1,
Barbeque Nation,No,,,,4,
Yo! China,Yes,,,,4.1,
Giani's,No,,,,3.2,
Momo-Cha,Yes,,,,2.7,
Shree Rathnam,Yes,,,,3.4,
Mirage Restro Bar,No,,,,2.4,
Jai Jagannath Hotel,No,,,,0,
Gelato Vinto,No,,,,2.8,
Maggi Point,No,,,,0,
Angaar,No,,,,0,
TcozY,No,,,,0,
The Retriever,No,,,,0,
Bangali Sweets & Restaurant,No,,,,0,
Silver,No,,,,0,
Chill 'N Grill,No,,,,0,
Punjabi Restaurant,No,,,,0,
Standard Chicken Point,No,,,,0,
The Grillz & Gravy,No,,,,0,
Cakes 'n Bakes - Park Plaza,No,,,,3,
Cafe Bite,No,,,,3.2,
Cafe Light,No,,,,2.8,
Little Cafe,No,,,,0,
Momo-Cha,No,,,,2.8,
Oregano India,No,,,,3.1,
Sagar Bakery,No,,,,3,
Smugglers,Yes,,,,3.1,
Welcome,No,,,,2.9,
Giani's,No,,,,0,
Invitation,No,,,,0,
New Dilight,No,,,,0,
Chimney,Yes,,,,3.3,
Chopstick,No,,,,3,
Hot & Tasty Chinese Food,No,,,,2.6,
Sanjha Chulha,Yes,,,,2.9,
Frontier,No,,,,2.9,
Oxy Lounge,Yes,,,,3.1,
City Dhaba,No,,,,0,
Garam Masala,No,,,,0,
Mittal Fast Food,No,,,,0,
Al Bake,Yes,,,,3.2,
Anupam Sweet,No,,,,3.4,
Cafe Coffee Day,No,,,,3.3,
Chicago Pizza,No,,,,2.7,
Crispy Crust,Yes,,,,3.4,
Frontier,No,,,,3.3,
Gulab,Yes,,,,2.6,
Hunger Cure Express,No,,,,3.3,
Maitre Patissier,No,,,,3.4,
Momo-Cha,No,,,,2.7,
Nirula's,No,,,,2.6,
The Grub House,No,,,,2.7,
Twenty Four Seven,No,,,,3.4,
Cafe Parmesan,No,,,,4.5,
Briosca,Yes,,,,3.6,
Burger Point,Yes,,,,3.5,
Cafe Grub Up,No,,,,3.8,
Cakes At Bhawanas,No,,,,3.5,
Chaudhary Bhojnalaya,No,,,,3.6,
Chickenette,No,,,,3.7,
Giani,No,,,,3.6,
Green Chick Chop,No,,,,3.5,
Hash Stix,No,,,,3.6,
Juice On Go,No,,,,3.5,
Keventers,No,,,,3.6,
MD's Kebabs & Curries,Yes,,,,3.8,
Perfect Bake,No,,,,3.5,
Perfect Bake,No,,,,3.6,
Sethi's Delicacy,No,,,,3.8,
Subway,No,,,,3.5,
Caf?? Bogchi,Yes,,,,4.1,
Ashoka Restaurant,No,,,,2.9,
Baskin Robbins,Yes,,,,2.9,
China Hot Pot,No,,,,2.5,
Handi Chhadeyan Di,No,,,,3.1,
Hungrill,No,,,,3,
Kant Khana Khazana,No,,,,3.4,
Open Yard,No,,,,3.3,
Recipe Badshah,No,,,,3.1,
The Chai Cafe,No,,,,3.1,
Apna Restaurant,No,,,,0,
Chaudhary Chaap & Chinese,No,,,,0,
Chings Chinese,No,,,,0,
Food On Wheels,No,,,,0,
Gulshan Hotel,No,,,,0,
Maa Kali Foods,No,,,,0,
The Street Kitchen,No,,,,0,
United Kitchen,No,,,,0,
Eat N Treat,No,,,,2.8,
Hotel Ekant,No,,,,2.7,
Momo-Cha,Yes,,,,2.7,
Paradise Inn,No,,,,2.7,
Red Chilli,No,,,,2.8,
Shiv Restaurant,No,,,,2.7,
Sohan Sweets & Namkeen,No,,,,3.2,
The Binge Box Cafe,No,,,,3.4,
Tmos Moving Feast,Yes,,,,3.3,
Tmos Cafe Corner,Yes,,,,0,
Parkash Dhaba,No,,,,3,
Sanjha Chulha,Yes,,,,3.3,
Hareram Bikanerzaika,No,,,,2.8,
Kulcha Paaji,No,,,,3.1,
Shree Bikaner Misthan Bhandar,No,,,,2.8,
"The Hub - Gourmet, Bakers & More",No,,,,3,
Anand Dhaba,No,,,,0,
Bikaneri Sweets & Restaurant,No,,,,0,
Delicieux Ice Cream Rolls,No,,,,0,
Flying Tandoor,No,,,,0,
Food Station,No,,,,0,
Grub Hub,No,,,,0,
Punjabi Chulha,No,,,,0,
Purani Dilli Da Swad,No,,,,0,
The BBQ Garden,No,,,,0,
The Chaiwalas,No,,,,0,
Funk House Cafe,Yes,,,,2.6,
Shiksha Fast Food,No,,,,2.9,
Hungry Head,No,,,,0,
Tandoori Hut,No,,,,0,
Lalit Kathi Rolls Momos,No,,,,3.1,
Tamasha In Tafree,No,,,,0,
Oh My!,No,,,,0,
Butter & Grace,Yes,,,,3.1,
Green Chick Chop,No,,,,3.1,
Snacks Bar,No,,,,2.9,
Ahata,No,,,,0,
Fritrolla,No,,,,0,
KitchenYard,No,,,,0,
Meghansh Bakery,No,,,,0,
Oh My !,No,,,,0,
The Dark Hour - Kitchen,No,,,,0,
Anupama Sweets & Family Restaurant,Yes,,,,2.7,
Shree Rathnam,No,,,,2.7,
Bikaner Misthan Bhandar,No,,,,0,
King's Kitchen,No,,,,0,
Muradabadi Chicken Biryani Corner,No,,,,0,
The Black Kettle,No,,,,0,
Desi Tadka,No,,,,3,
Destination Live,No,,,,3.3,
Kay's Bake Land,No,,,,3.1,
Kay's Food Land,No,,,,3.1,
Laziz Restaurant,No,,,,2.8,
Le Chef Restro Bar,No,,,,2.7,
Republic of Chicken,No,,,,3.1,
Tanishka Restaurant & Caterers,No,,,,2.9,
The Tandoori Times,No,,,,2.7,
Twist of Italy,No,,,,3.6,
Aggarwal Sweets And Caterers,No,,,,0,
Biryani Bot,No,,,,0,
Caf?? Kitchen,No,,,,0,
Evergreen Sweets & Restaurant,No,,,,0,
Magic Spice Wok,No,,,,0,
Magical Momos,No,,,,0,
Sam's Bake Shop,No,,,,0,
Shri Bikaner Misthan Bhandar,No,,,,0,
Tasty Dhaba Family Restaurant,No,,,,0,
U & I,No,,,,0,
Cravings,No,,,,3,
Evergreen Tandoori Night,No,,,,0,
Prelibato,No,,,,0,
Aravali Owls,No,,,,0,
Chicken Inn Family Meat Shop,No,,,,0,
Mother's Kitchen,No,,,,0,
Domino's Pizza,No,,,,2.9,
Green Chick Chop,No,,,,3.1,
Punjabi Culture,No,,,,2.9,
Three Olives,No,,,,2.9,
Aggarwal's Bikaner Mishthan Bhandar,No,,,,0,
Aravalli Owls,No,,,,0,
Chatny Delight,No,,,,0,
Harmann Restaurant,No,,,,0,
Kulcha King,No,,,,0,
Royal Bakers,No,,,,0,
Touch of Spice,No,,,,0,
Hunger Cure,No,,,,3.2,
Sanjha Chulha,Yes,,,,2.5,
Queens Cakes,No,,,,3.5,
Sri Meenakshi South Indian Food,No,,,,0,
Sardar A Pure Meat Shop,No,,,,0,
Invitation Restaurant,Yes,,,,2.7,
Kaushik Bakery,No,,,,3,
Rama Vaishnav Bhojnalaya,No,,,,3,
Shiv Saras Vyanjan,No,,,,2.9,
Shree Bikaner Misthan Bhandar,No,,,,3,
Shree Bikaner Misthan Bhandar,No,,,,3.1,
Standard Family Restaurant,No,,,,2.9,
The Hunger End,No,,,,3,
Pizza Express,No,,,,0,
Anupam Sweets & Restaurant,Yes,,,,3,
Caramel,No,,,,2.9,
Chaska Restaurant,No,,,,3.2,
Club Pizzeria,Yes,,,,3.4,
Gupha,No,,,,2.9,
Indian Gourmet,No,,,,3,
Tandoori Zaaika's,Yes,,,,3.2,
TCD Cake & Bake,No,,,,3.1,
The Grill Darbar,No,,,,3.3,
Urban Cuisine,Yes,,,,3.4,
Mister Mughal,Yes,,,,3.5,
The Hub,No,,,,3.1,
Bake Your Dreamz,No,,,,0,
Green Chilly Chinese Food,No,,,,0,
Mom's Kitchen,No,,,,0,
The Baking Treats N More,No,,,,0,
Twin Brothers,No,,,,0,
Aggarwal Sweets Centre,No,,,,2.9,
Bawarchi,No,,,,3,
D ART of Flavour,No,,,,2.8,
Italia Cafe by Aura,No,,,,2.8,
Pizza Street,Yes,,,,2.6,
Rock Cafe,No,,,,3,
Sardaar Ji Chaap & Rolls,No,,,,3.1,
Spice Wok,No,,,,3.1,
Vrindavan Sweets & Restaurant,No,,,,3,
Yummy Cake,No,,,,3,
Bikaner Sweets & Bakers,No,,,,0,
Burger Xpress,No,,,,0,
Da Pizza Zone,No,,,,0,
Finger Licious,No,,,,0,
Med E Taste,No,,,,0,
Punjabii Tandoor,No,,,,0,
Shankar Sweets,No,,,,0,
Tasty Bites,No,,,,0,
The Street- Curries & Grills,No,,,,0,
Bakers Delight - The Atrium,No,,,,3,
On The Rocks - The  Atrium,No,,,,3.1,
World Cafe - Vibe by The LaLiT Traveller,No,,,,3.3,
Chaudhary Ke Mashhoor Paranthe,No,,,,2.8,
Thakur Bakers,No,,,,3,
FoodByMom,Yes,,,,3.6,
Mr. Brown,Yes,,,,3.9,
Mitalis Kitchen,No,,,,0,
The Big Scoop,No,,,,0,
9 Mars Lounge,No,,,,2.5,
Barista,Yes,,,,3.4,
Baskin Robbins,Yes,,,,3.3,
Burger King,Yes,,,,3.4,
Cafe Coffee Day,No,,,,3.2,
Chinese X'Press,No,,,,2.9,
Cinch,No,,,,2.6,
Costa Coffee,No,,,,3.3,
Domino's Pizza,No,,,,3.2,
Dosa X'press,No,,,,3,
Kebab Xpress,No,,,,2.7,
Let's Noodle,Yes,,,,2.6,
McDonald's,Yes,,,,3.3,
Mx Corn,No,,,,3.1,
Dunkin' Donuts,Yes,,,,3.6,
Haldiram's,No,,,,3.6,
Pind Balluchi,Yes,,,,1.8,
Maini Restaurant,No,,,,3.3,
The Dosa King,Yes,,,,3.2,
Baba Au Rhum,No,,,,4.5,
Burger Factory,No,,,,4.8,
Club Cubana,No,,,,4.4,
Curlies,No,,,,3.5,
La Plage,No,,,,4.6,
St. Anthony's,No,,,,3.8,
Britto's Bar & Restaurant,No,,,,4.3,
Fat Fish,No,,,,4.2,
Martin's Corner,No,,,,4.4,
Infantaria,No,,,,3.7,
Souza Lobo,No,,,,4.3,
Fisherman's Cove,No,,,,3.8,
Calamari,No,,,,4.2,
The Fisherman's Wharf,No,,,,4.6,
LPK Waterfront,No,,,,3.7,
Ritz Classic,No,,,,4.5,
The Black Sheep Bistro,No,,,,4.7,
Cafe Al Fresco by Cantina Bodega,No,,,,4.3,
The Fisherman's Wharf,No,,,,4.4,
Antares,No,,,,4.2,
K Lab,No,,,,3.4,
Pind Balluchi,Yes,,,,2.7,
Punjab Grill,Yes,,,,4.3,
Zambar,Yes,,,,4,
Cakes & More,No,,,,3,
Kwality Wall's Swirl's,No,,,,3,
Yo! Dimsum,No,,,,3,
Mx Corn,No,,,,0,
Red,Yes,,,,3,
Rocketchefs,Yes,,,,3.1,
The Fresh Chicken Store,No,,,,2.9,
Achoos Food Corner,No,,,,0,
Aha Bites,No,,,,0,
Ancient Spice,No,,,,0,
Chimney - The Takeaway,No,,,,0,
Costa Coffee,No,,,,0,
Good to Go,Yes,,,,0,
Gopi Sweets & Caters,No,,,,0,
Late Night Food,No,,,,0,
Lavi Foji Dhaba,No,,,,0,
Narayan Fast Food Home,No,,,,0,
OMG Kitchenz,No,,,,0,
OMG Tiffinz,No,,,,0,
Sardarji Chicken Point,No,,,,0,
Solty Hotel,No,,,,0,
Tanishk Gourmet Indian,No,,,,0,
The Burger Chef,No,,,,0,
Club Tokyo - Best Western Skycity Hotel,No,,,,2.8,
Lattitude - Skycity Hotel,No,,,,2.9,
Bisque Bakery,Yes,,,,3.9,
Behrouz Biryani,Yes,,,,3.4,
Domino's Pizza,No,,,,3.4,
Giani,Yes,,,,3.4,
PizzaVito,Yes,,,,3.3,
Shawarma House,Yes,,,,3.4,
Subway,Yes,,,,2.5,
Asian Bistro,Yes,,,,3.8,
BBQ Factory,Yes,,,,3.9,
Faaso's,Yes,,,,3.6,
Chaayos,Yes,,,,4.3,
Mosaic - Country Inn & Suites,No,,,,3.8,
60 ML - Country Inn & Suites by Carlson,No,,,,3,
Mosaic - Country Inn & Suites by Carlson,No,,,,3.5,
Big Shot Bar - Country Inn & Suites,No,,,,3.5,
Mosaic - Country Inn & Suites By Carlson,No,,,,3.4,
Downtown Kitchen & Bar - Courtyard by Marriott,No,,,,3.2,
Courtyard Grill - Courtyard by Marriott,No,,,,0,
Di Ghent Boulangerie,No,,,,3.9,
Khyen Chyen,Yes,,,,3.7,
The Pint Room,No,,,,3.7,
Tughlaq,Yes,,,,3.5,
Big Wong XL,Yes,,,,4,
Bunker,No,,,,4.2,
Culture Cafe,Yes,,,,4.2,
Nowhere Terrace Brewpub Cafe,No,,,,4.1,
Cafe G - Crowne Plaza,No,,,,3.9,
Wildfire - Crowne Plaza,No,,,,3.7,
Isabella,Yes,,,,2.8,
Fatburger,Yes,,,,3.3,
Burma Burma,No,,,,4.6,
Pier 38,No,,,,4.6,
Yum Yum Cha,No,,,,4.5,
Amici Cafe,Yes,,,,3.7,
Au Bon Pain,Yes,,,,3.7,
California Pizza Kitchen,Yes,,,,3.7,
Chai Point,Yes,,,,3.7,
Cherry Comet,Yes,,,,3.6,
Circus,No,,,,3.9,
Dunkin' Donuts,Yes,,,,3.8,
Holy Smoke,No,,,,3.6,
Italiano,No,,,,3.6,
Krispy Kreme,Yes,,,,3.9,
Not Just Paranthas,No,,,,3.6,
Oh! Calcutta,Yes,,,,3.8,
Olive Bistro,No,,,,3.9,
Pita Pit,Yes,,,,3.9,
Raasta,Yes,,,,3.8,
Red Mango,Yes,,,,3.6,
Rred Hot Asian Bistro,Yes,,,,3.5,
Smaaash,No,,,,3.9,
Starbucks,No,,,,3.9,
Sutra Gastropub,No,,,,3.8,
Taco Bell,Yes,,,,3.8,
The People & Co.,No,,,,3.7,
Theobroma,Yes,,,,3.8,
Wendy's,Yes,,,,3.9,
The Wine Company,No,,,,2.4,
Cafe Delhi Heights,No,,,,4,
Cyber Hub Social,Yes,,,,4.3,
Delifrance - The France Cafe Bakery,Yes,,,,4,
Dhaba By Claridges,Yes,,,,4,
Farzi Cafe,No,,,,4.3,
Hard Rock Cafe,No,,,,4.1,
Instapizza,Yes,,,,4,
Made In Punjab,No,,,,4,
Nando's,Yes,,,,4,
Quaff,No,,,,4.1,
SodaBottleOpenerWala,No,,,,4,
The Grill Mill,No,,,,4,
Knight Rider,No,,,,3.1,
Chaayos,Yes,,,,3.8,
Nooba,No,,,,3.8,
Domino's Pizza,No,,,,2.4,
Indigo Delicatessen,Yes,,,,4.2,
Escape Terrace Bar Kitchen,No,,,,3.4,
Kwaliti,Yes,,,,3.3,
Subway,No,,,,2.5,
Burger Point,Yes,,,,3.8,
Chaat Chowk,Yes,,,,3.7,
Chef Style,Yes,,,,3.8,
Delhicacy,Yes,,,,3.8,
Dimsum & Co.,Yes,,,,3.9,
Instapizza,Yes,,,,3.6,
L'Opera,Yes,,,,3.8,
Lazeez Food,Yes,,,,3.5,
Le Marche Sugar & Spice Cafe,No,,,,3.5,
The Breakfast Club,Yes,,,,3.5,
Sugar & Spice - Le Marche,No,,,,2.4,
Crudo Juicery,Yes,,,,4.3,
Fork with Stick,Yes,,,,4,
Uptown Fresh Beer Cafe,No,,,,4.1,
Barista,Yes,,,,3.2,
Cafe Coffee Day,No,,,,2.6,
Domino's Pizza,No,,,,2.8,
Italiano,No,,,,3,
McDonald's,No,,,,2.6,
Parantha Gurus,No,,,,3.3,
Pizza Hut Delivery,Yes,,,,2.8,
Sibang Bakery,No,,,,3.3,
Sonya Bakery Cafe,No,,,,3.3,
Subway,No,,,,3.1,
Viva Hyderabad,Yes,,,,2.5,
7 Barrel Brew Pub,Yes,,,,3.9,
Wai Yu Mun Ching,Yes,,,,3.5,
Baskin Robbins,No,,,,0,
KFC,Yes,,,,2.2,
Burmese Kitchen Plus,No,,,,3.4,
Drinks Come True,No,,,,3.1,
Eat All Nite,Yes,,,,3.2,
Frontier,No,,,,2.9,
GenY Cuisines,No,,,,3,
K Raga's,No,,,,2.9,
Kangri,No,,,,3.4,
Makhmali Kebabs,No,,,,3.2,
Masala Ville,No,,,,3.2,
Night Food Xprs,No,,,,3.1,
Roti Boti,No,,,,2.9,
Sama Chicken Biryani,No,,,,2.9,
Subway,Yes,,,,2.8,
The Rolling Pin Bakery,No,,,,3.1,
Weird Time Food,Yes,,,,3.1,
Twigly,Yes,,,,4.6,
Asian Haus,Yes,,,,3.9,
Beyond Breads,Yes,,,,3.8,
Biryani By Kilo,Yes,,,,3.9,
Captain Grub,Yes,,,,3.8,
Pita Pit,Yes,,,,3.5,
Rawleaf,Yes,,,,3.6,
Sushi Haus,Yes,,,,3.8,
Eggzellent,Yes,,,,0,
High On Tea,No,,,,0,
Sona Bridge Hotel,No,,,,0,
Yo! Dimsum,No,,,,0,
Angrezee Choupal,Yes,,,,3.8,
Ashoka Snacks Corner,No,,,,0,
Chefoncalls,No,,,,0,
Corp Kitchen,No,,,,0,
Good Food,No,,,,0,
Mahek By Greenz,No,,,,0,
Pao King,No,,,,0,
Prabhat Fast Food Corner,No,,,,0,
Shama Chicken Corner,No,,,,0,
Unique Food Hut,No,,,,0,
A 1 - Snacks and food corner,Yes,,,,2.5,
Anandum,No,,,,3.2,
Apni Rasoi,Yes,,,,3,
Banke Bihari Bhojanalay,No,,,,2.6,
Biryani 365,Yes,,,,3.2,
Bro's Kitchenette,No,,,,3.3,
Cafe Coffee Day,No,,,,3.1,
Cafe Coffee Day,No,,,,3.2,
Cafe Du Rendezvous,Yes,,,,3.2,
Cake 24x7,Yes,,,,3.3,
Cake On Wheels,Yes,,,,2.8,
Cake Point,Yes,,,,2.9,
Cake Point,Yes,,,,3,
Cakes Degree,Yes,,,,3.4,
Chateau Garlic,No,,,,3,
Chennai Express,No,,,,3.2,
Crust N Cakes,Yes,,,,3.4,
Dabba Meat,Yes,,,,3.4,
Deepak Rasoi,No,,,,2.7,
Foodaucity - Bum Bum Bholey Ke Chole Bhature,No,,,,3.3,
Foodies Nation,No,,,,3.4,
Goli Vada Pav No. 1,Yes,,,,3.1,
Grandma's Kitchen,Yes,,,,2.5,
Gurgaon Hights,Yes,,,,2.5,
Idliss,Yes,,,,3.4,
Indian Home Food,Yes,,,,2.6,
Jetha Lal Ka Dhabha,Yes,,,,3.1,
Kusum Rolls,Yes,,,,3.1,
Megha Vaishno Dhaba,No,,,,3.1,
Nikhil Food Point,No,,,,2.7,
Plan B,No,,,,3.4,
Punjabi Zaika,Yes,,,,3.2,
Rasoi,No,,,,3,
Roll's Royce,Yes,,,,3.2,
Shree Bikaner Misthan Bhandar,Yes,,,,3.1,
Smokey Pan,No,,,,3.2,
Surprise O Meal,Yes,,,,3.4,
Tandoor on The Way,Yes,,,,3.2,
Tawa N Tandoor,Yes,,,,2.7,
The Paradise Biryani,Yes,,,,2.9,
The Royal,No,,,,3.3,
Theka Desi Khaana,Yes,,,,3,
Tobasco Kitchen,Yes,,,,3.2,
Tpot,No,,,,3.2,
Uncle's Cafe,No,,,,2.7,
Welcome Cafeteria,Yes,,,,3.3,
Yo Yo China Town,Yes,,,,2.8,
Caterspoint,Yes,,,,4.9,
Bake-a-boo,Yes,,,,3.7,
Burger Hut,Yes,,,,3.6,
China Gatherings,Yes,,,,3.5,
Crazy Bhukkhad,Yes,,,,3.9,
Deez Biryani & Kebabs,Yes,,,,3.7,
Fomads,No,,,,3.6,
Happy Beings,Yes,,,,3.5,
InstaDozza,Yes,,,,3.5,
Mom's Kitchen,Yes,,,,3.5,
