unique ,u1,u2,u3,u4,,v1,v2,v3,v4,sum,,number of restaurant ,percentage 
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Biryani,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,South Indian, Nepalese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian, Biryani,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Biryani,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Finger Food,,,,,,,,,,,,
,European, North Indian,,,,,,,,,,,
,North Indian, Continental,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Naga, Chinese,,,,,,,,,,,
,Tibetan, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Tibetan, South Indian, North Indian,,,,,,,,,,
,Cafe, North Eastern,,,,,,,,,,,
,Tibetan, Chinese,,,,,,,,,,,
,Tibetan,,,,,,,,,,,,
,North Indian, Chinese, Tibetan,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Tibetan, Chinese, North Indian,,,,,,,,,,
,Nepalese,,,,,,,,,,,,
,Tibetan, Chinese,,,,,,,,,,,
,Nepalese,,,,,,,,,,,,
,Cafe, Tibetan,,,,,,,,,,,
,Tibetan, Chinese,,,,,,,,,,,
,North Indian, South Indian, Fast Food,,,,,,,,,,
,Nepalese, Tibetan,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Asian, Chinese,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Tibetan, Chinese, North Indian,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,Cafe, Chinese,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Mexican, Italian, North Indian, Continental, Asian,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Street Food, North Indian,,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Healthy Food,,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,North Indian, Fast Food, Chinese,,,,,,,,,,
,Chinese, Tibetan,,,,,,,,,,,
,Maharashtrian,,,,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,Fast Food, Beverages,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Italian, Pizza, Fast Food,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Street Food, North Indian,,,,,,,,,,,
,Fast Food, North Indian, Chinese,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Cafe, Italian, Mexican, Salad, Desserts,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Street Food, Fast Food,,,,,,,,,,,
,Biryani,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Biryani, Hyderabadi,,,,,,,,,,,
,Burger, American, Fast Food,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Burger, Desserts, Fast Food,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,North Indian, Italian,,,,,,,,,,,
,Italian, Chinese, Continental, Thai, Mediterranean, Lebanese,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Italian, North Indian, Chinese, Mughlai,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,Chinese, Tibetan, Japanese,,,,,,,,,,
,Thai, Chinese, North Indian,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Mughlai, North Indian, Chinese,,,,,,,,,,
,Thai, Japanese,,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,Continental,,,,,,,,,,,,
,Asian, North Indian, Continental,,,,,,,,,,
,North Indian, Chinese, Seafood, Chettinad,,,,,,,,,
,North Indian, Continental, Asian, Chinese, Thai,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Biryani, Chinese, Fast Food,,,,,,,,,
,Healthy Food, Salad,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, South Indian, Chinese, Mughlai,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Lucknowi, Mughlai,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bihari,,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Cafe, American, Italian,,,,,,,,,,
,Cafe, Bakery, Parsi,,,,,,,,,,
,Healthy Food, Salad,,,,,,,,,,,
,Cafe, Desserts,,,,,,,,,,,
,Sushi, Japanese, Healthy Food,,,,,,,,,,
,Cafe, Fast Food, Healthy Food,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Continental,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,South Indian, Chinese,,,,,,,,,,,
,Biryani, Kerala,,,,,,,,,,,
,South Indian, Chinese,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Desserts, Street Food,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Biryani, Hyderabadi,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Kerala,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,American, Asian, North Indian, Mexican, South Indian,,,,,,,,
,Street Food, Desserts,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Street Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Raw Meats, Fast Food,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,South Indian, Chinese,,,,,,,,,,,
,South Indian, Chettinad,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,Asian, Thai, Chinese, North Indian,,,,,,,,,
,Chinese, North Indian, South Indian,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Fast Food, Pizza, Burger,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Mexican, North Indian,,,,,,,,,,,
,Street Food, Fast Food, Chinese, South Indian, North Indian,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Cafe, Beverages,,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, South Indian, Chinese,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mexican,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Biryani,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Street Food, Fast Food,,,,,,,,,,,
,North Indian, Biryani,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Street Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,North Indian, Chinese, South Indian, Fast Food,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Indian, Chinese, Continental, Fast Food,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Fast Food, Raw Meats,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Italian, Pizza, Bakery,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Continental, Chinese,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Kerala,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Indian, South Indian, Chinese,,,,,,,,,,
,American, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Continental, Italian, Fast Food,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Biryani,,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,Continental, North Indian, South Indian,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,North Indian, South Indian,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Italian, Pizza, Fast Food,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,Mithai, South Indian, Street Food,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Mithai, North Indian, South Indian, Chinese, Street Food, Bakery,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Japanese,,,,,,,,,,,,
,Mithai, Bakery, North Indian,,,,,,,,,,
,North Indian, Chinese, Italian,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, North Indian, South Indian,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Street Food, Fast Food,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food, North Indian, South Indian,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,North Indian, Chinese, Italian, Finger Food,,,,,,,,,
,North Indian, European, Chinese,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Cafe, Beverages,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Finger Food,,,,,,,,,,,,
,Finger Food,,,,,,,,,,,,
,Finger Food,,,,,,,,,,,,
,Finger Food,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Fast Food, Beverages,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages,,,,,
,Chinese,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,Mithai, South Indian,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food, Street Food,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,North Indian, Fast Food, Street Food,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian, Chinese, Continental, Italian,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Raw Meats, Fast Food, North Indian,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Chinese, Continental, Italian,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Street Food, South Indian, Chinese,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,American, Fast Food,,,,,,,,,,,
,North Indian, Street Food,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Tibetan, Chinese,,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,Burger, Desserts, Fast Food,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Finger Food, North Indian,,,,,,,,,,,
,North Indian, Italian, Chinese,,,,,,,,,,
,Cafe, Tea,,,,,,,,,,,
,Chinese, North Indian, Fast Food, Italian,,,,,,,,,
,Mughlai, North Indian, Chinese,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai, Fast Food,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Seafood, North Indian,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Burger, Pizza, Fast Food,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Asian, North Indian, Mughlai,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Lebanese,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian, South Indian, Chinese,,,,,,,,,,
,South Indian, Chinese,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,South Indian, Chinese, Fast Food, Mithai,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese, Tibetan,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian, Chinese, South Indian,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Eastern, North Indian, Chinese,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,South Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Italian, Fast Food,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food, North Indian,,,,,,,,,,,
,Juices,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Beverages, Fast Food,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Biryani,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food, Street Food, Chinese,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Eastern, North Indian,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Fast Food, Pizza,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,South Indian, North Indian, Fast Food,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Awadhi, Mughlai,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Continental, Chinese, North Indian,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Chinese, Continental, North Indian,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Tibetan,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Tibetan, Chinese,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Bakery, Chinese,,,,,,,,,,,
,Mithai, South Indian, Street Food,,,,,,,,,,
,Desserts, Fast Food,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Fast Food, Mughlai,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, South Indian,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,South Indian, Fast Food, North Indian, Chinese,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Bakery, Chinese,,,,,,,,,,,
,Chinese, Fast Food, North Indian,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Chinese, Street Food,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food, South Indian, Mithai,,,,,,,,,,
,Fast Food, South Indian, Mithai,,,,,,,,,,
,Pizza, Fast Food, Bakery,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai, Chinese,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
