Restaurant Name,is chain,Aggregate rating,Votes
Onesta,Yes,4.6,627
Communiti,No,4.2,334
Big Brewsky,No,4.5,5705
Hoot,No,3.9,405
Farzi Cafe,Yes,4.4,754
Black N White Cafe,No,3.3,51
Maybe There,No,3.4,63
Sagar Gaire Fast Food,No,4.9,427
The Kasbah,No,3.9,126
Bake N Shake,Yes,4.2,223
10 Downing Street,Yes,4,257
Chi Kitchen,No,4,103
Pizza Hut,Yes,4.1,118
Kafe Kulture,No,3.8,98
Violet Hour,No,3.8,33
Bapu Ki Kutia,No,3.5,175
Da pizzeria,No,3.6,111
Papa Mexicano,No,3.6,20
Bake N Shake,Yes,4.1,103
Manohar Dairy And Restaurant,Yes,4.4,243
Manohar Dairy And Restaurant,Yes,4.1,238
Kebabsville - Sayaji Hotel,No,4.3,128
Indian Coffee House,Yes,3.9,161
The Urban Socialite,No,3.8,79
Bake N Shake,Yes,4.3,120
Tyre Patty,No,3.9,289
Silver Streak,No,4.1,379
Barbeque Nation,Yes,4.6,154
Central Perk 7,No,4.5,145
The Chicken Dinesty,No,3.9,247
Taste Of China,Yes,4,145
Michael's Kitchen,No,3.7,118
Mamma Mia - Mayfair Lagoon,No,4.1,256
99 North Restaurant,No,3.6,173
Adda,No,3.8,424
Chill Ummm,No,3.7,338
Lal Qila,No,3.7,228
Richard's Kitchen & Coffee Bar,No,3.8,253
Aangan Horizon,No,4,90
Brewberrys The Coffee Bar,No,4,197
Chai Break,No,4.3,69
JUGAAD JN.,No,4.1,199
Cha cTea,No,3.8,56
Food Fever,No,4.2,49
Mainland China,Yes,4.3,345
Eram Rooftop,No,3.5,89
The Night Factory,No,3.7,665
Brooklyn Central,No,4.2,676
Chili's,Yes,4.3,970
Kylin Experience,No,4.1,300
Mocha,Yes,4,428
Pirates of Grill,Yes,4,1022
Barbeque Nation,Yes,4.5,1450
TGI Friday's,Yes,4.3,228
Pal Dhaba,No,3.8,982
Midnight Chef,No,3.4,502
Nik Baker's,No,4.1,698
OvenFresh,No,4.1,397
Super Donuts,No,4,265
Taco Bell,Yes,4.2,252
Karim's,Yes,3.3,86
Virgin Courtyard,No,4.4,817
Burgrill,Yes,4.5,249
Uncle Jack's,No,4,356
That Madras Place,No,4.2,1810
Haunted,No,3.8,519
Pantry d'or,No,4.4,1504
Palmshore,Yes,4.2,841
Chili's,Yes,4.8,1262
Writer's Cafe,No,4.2,191
Fusilli Reasons,No,4.6,1510
Ciclo Cafe,No,4.1,1004
Kaidi Kitchen,No,4,1820
Bombay Brasserie,Yes,4.6,1753
Maplai,No,4.2,1714
Paradise,Yes,3.8,1317
L'amandier,No,4.3,1607
Palmshore,Yes,4.4,645
Palmshore,Yes,4.3,742
Basil With A Twist,No,4.5,1210
Barbeque Nation,Yes,4.4,3848
AB's - Absolute Barbecues,Yes,4.9,859
Coal Barbecues,No,4.6,1267
Pind,No,4,2272
Kuchi n Kream,No,4.6,202
Haribhavanam Hotel,No,3.9,318
Kites Cafe,No,3.8,124
Zucca Pizzeria,No,3.5,274
Burger Ka Baap,No,4.3,147
The Cascade Restaurant,No,4.1,243
24 Plus Cafe & Restaurant,No,3.8,24
Valarmathi Kongunaatu Samayal,No,4.5,380
Bird On Tree,No,3.8,221
Tim's Bistro,No,3.9,85
Batlivala & Khanabhoy,No,4.2,40
Cafe Totaram,No,4,132
Cream Centre,No,4,203
On The Go,No,4,215
Sree Annapoorna,No,4.3,225
That's Y Food,No,4.2,299
CakeBee,No,4.9,200
Yari,No,4.2,221
Cream Stone,No,4.3,161
Barbeque Nation,Yes,4.4,505
The Punjabi Essence Restaurant,No,3.6,102
Tirupati Restaurant,No,3.8,115
Anandam,No,3.9,141
Town Table Restaurant,No,3.9,173
Kalsang Friends Corner,No,4.2,406
The Great Indian Pub,No,4.9,50
BMG - All Day Dining,No,4.3,63
Punjab Grill,Yes,4,98
TBistro,No,3.8,230
Y Cafe & Restaurant,No,4,94
Eddie's Patisserie,No,4.1,64
First Gear Cafe,No,3.9,131
Dunkin Donuts,Yes,3.9,101
Doon Darbar,No,3.9,121
Razzmatazz,No,3.9,39
Barbeque Nation,Yes,4.4,66
Black Pepper Restaurant,No,4,175
Cafe Marigold,No,4.1,104
Jalapenos,No,4.2,68
Kalsang AMA Cafe,No,4.2,89
Desire Foods,No,2.9,4
Knight Rock,No,2.8,16
Punjab Restaurant,Yes,2.8,8
Raju Dhaba,No,2.9,8
Rakheja Bakery,No,2.8,7
Snax Points,No,3,4
Aggarwal Sweet Corner,Yes,0,1
Kashyap Vaishno Dhaba,No,0,3
Total Food Court,No,0,3
The Chaiwalas,Yes,0,0
Cafe And More,No,2.9,4
Green Chick Chop,Yes,3,7
Kolkata Hot Kathi Rolls,No,2.9,11
Aapki Rasoi,Yes,0,1
Fusion Food Corner,No,0,0
Punjabi Rasoi,Yes,0,0
Kebab Xpress,Yes,2.8,49
McDonald's,Yes,3.4,58
Suruchi,Yes,3.4,233
Berco's,Yes,3.8,508
Dunkin' Donuts,Yes,3.6,98
The Chocolate Room,Yes,3.6,59
Baskin Robbin,No,0,0
Popcorn Fusion,No,0,1
Subway,Yes,0,2
KFC,Yes,2.1,57
Barbeque Nation,Yes,4,299
Yo! China,Yes,4.1,239
Giani's,Yes,3.2,16
Momo-Cha,Yes,2.7,16
Shree Rathnam,Yes,3.4,48
Mirage Restro Bar,No,2.4,25
Jai Jagannath Hotel,No,0,3
Gelato Vinto,Yes,2.8,12
Maggi Point,Yes,0,2
Angaar,No,0,0
TcozY,No,0,0
The Retriever,No,0,0
Bangali Sweets & Restaurant,No,0,2
Silver,No,0,3
Chill 'N Grill,No,0,0
Punjabi Restaurant,No,0,0
Standard Chicken Point,No,0,0
The Grillz & Gravy,No,0,0
Cakes 'n Bakes - Park Plaza,No,3,15
Cafe Bite,No,3.2,19
Cafe Light,No,2.8,8
Little Cafe,No,0,0
Momo-Cha,Yes,2.8,20
Oregano India,No,3.1,11
Sagar Bakery,No,3,11
Smugglers,No,3.1,7
Welcome,No,2.9,13
Giani's,Yes,0,0
Invitation,Yes,0,3
New Dilight,No,0,0
Chimney,Yes,3.3,25
Chopstick,No,3,22
Hot & Tasty Chinese Food,No,2.6,26
Sanjha Chulha,Yes,2.9,16
Frontier,Yes,2.9,7
Oxy Lounge,No,3.1,28
City Dhaba,No,0,0
Garam Masala,Yes,0,0
Mittal Fast Food,No,0,0
Al Bake,Yes,3.2,31
Anupam Sweet,No,3.4,70
Cafe Coffee Day,Yes,3.3,67
Chicago Pizza,Yes,2.7,35
Crispy Crust,No,3.4,22
Frontier,Yes,3.3,17
Gulab,Yes,2.6,39
Hunger Cure Express,No,3.3,35
Maitre Patissier,No,3.4,35
Momo-Cha,Yes,2.7,32
Nirula's,Yes,2.6,14
The Grub House,No,2.7,17
Twenty Four Seven,Yes,3.4,35
Cafe Parmesan,No,4.5,799
Briosca,No,3.6,62
Burger Point,Yes,3.5,24
Cafe Grub Up,No,3.8,134
Cakes At Bhawanas,No,3.5,26
Chaudhary Bhojnalaya,No,3.6,93
Chickenette,No,3.7,280
Giani,Yes,3.6,70
Green Chick Chop,Yes,3.5,31
Hash Stix,No,3.6,25
Juice On Go,No,3.5,18
Keventers,Yes,3.6,27
MD's Kebabs & Curries,No,3.8,27
Perfect Bake,Yes,3.5,39
Perfect Bake,Yes,3.6,126
Sethi's Delicacy,No,3.8,75
Subway,Yes,3.5,143
Caf?? Bogchi,No,4.1,153
Ashoka Restaurant,Yes,2.9,43
Baskin Robbins,Yes,2.9,4
China Hot Pot,Yes,2.5,25
Handi Chhadeyan Di,No,3.1,26
Hungrill,No,3,4
Kant Khana Khazana,No,3.4,22
Open Yard,No,3.3,14
Recipe Badshah,No,3.1,8
The Chai Cafe,No,3.1,8
Apna Restaurant,No,0,0
Chaudhary Chaap & Chinese,No,0,0
Chings Chinese,No,0,0
Food On Wheels,No,0,0
Gulshan Hotel,No,0,2
Maa Kali Foods,No,0,0
The Street Kitchen,No,0,0
United Kitchen,No,0,0
Eat N Treat,No,2.8,20
Hotel Ekant,No,2.7,39
Momo-Cha,Yes,2.7,56
Paradise Inn,No,2.7,43
Red Chilli,Yes,2.8,9
Shiv Restaurant,No,2.7,20
Sohan Sweets & Namkeen,No,3.2,41
The Binge Box Cafe,No,3.4,18
Tmos Moving Feast,No,3.3,76
Tmos Cafe Corner,No,0,1
Parkash Dhaba,No,3,6
Sanjha Chulha,Yes,3.3,219
Hareram Bikanerzaika,No,2.8,11
Kulcha Paaji,No,3.1,12
Shree Bikaner Misthan Bhandar,Yes,2.8,13
"The Hub - Gourmet, Bakers & More",No,3,7
Anand Dhaba,No,0,1
Bikaneri Sweets & Restaurant,No,0,0
Delicieux Ice Cream Rolls,No,0,1
Flying Tandoor,No,0,3
Food Station,No,0,0
Grub Hub,No,0,1
Punjabi Chulha,No,0,3
Purani Dilli Da Swad,No,0,2
The BBQ Garden,No,0,0
The Chaiwalas,Yes,0,0
Funk House Cafe,No,2.6,15
Shiksha Fast Food,No,2.9,5
Hungry Head,No,0,0
Tandoori Hut,No,0,0
Lalit Kathi Rolls Momos,No,3.1,9
Tamasha In Tafree,No,0,3
Oh My!,No,0,2
Butter & Grace,No,3.1,7
Green Chick Chop,Yes,3.1,9
Snacks Bar,No,2.9,4
Ahata,No,0,1
Fritrolla,No,0,0
KitchenYard,No,0,0
Meghansh Bakery,No,0,2
Oh My !,No,0,1
The Dark Hour - Kitchen,No,0,1
Anupama Sweets & Family Restaurant,No,2.7,28
Shree Rathnam,Yes,2.7,29
Bikaner Misthan Bhandar,Yes,0,0
King's Kitchen,No,0,1
Muradabadi Chicken Biryani Corner,No,0,0
The Black Kettle,No,0,0
Desi Tadka,Yes,3,6
Destination Live,No,3.3,12
Kay's Bake Land,No,3.1,19
Kay's Food Land,No,3.1,14
Laziz Restaurant,No,2.8,11
Le Chef Restro Bar,No,2.7,70
Republic of Chicken,Yes,3.1,18
Tanishka Restaurant & Caterers,No,2.9,14
The Tandoori Times,No,2.7,48
Twist of Italy,No,3.6,52
Aggarwal Sweets And Caterers,No,0,1
Biryani Bot,Yes,0,0
Caf?? Kitchen,No,0,0
Evergreen Sweets & Restaurant,No,0,2
Magic Spice Wok,No,0,0
Magical Momos,No,0,0
Sam's Bake Shop,No,0,1
Shri Bikaner Misthan Bhandar,No,0,0
Tasty Dhaba Family Restaurant,No,0,0
U & I,No,0,0
Cravings,No,3,4
Evergreen Tandoori Night,No,0,3
Prelibato,No,0,0
Aravali Owls,No,0,0
Chicken Inn Family Meat Shop,No,0,1
Mother's Kitchen,Yes,0,0
Domino's Pizza,Yes,2.9,10
Green Chick Chop,Yes,3.1,5
Punjabi Culture,No,2.9,4
Three Olives,No,2.9,4
Aggarwal's Bikaner Mishthan Bhandar,No,0,0
Aravalli Owls,No,0,0
Chatny Delight,No,0,1
Harmann Restaurant,No,0,3
Kulcha King,Yes,0,2
Royal Bakers,No,0,0
Touch of Spice,No,0,0
Hunger Cure,No,3.2,47
Sanjha Chulha,Yes,2.5,79
Queens Cakes,No,3.5,29
Sri Meenakshi South Indian Food,No,0,1
Sardar A Pure Meat Shop,Yes,0,0
Invitation Restaurant,No,2.7,17
Kaushik Bakery,No,3,9
Rama Vaishnav Bhojnalaya,No,3,7
Shiv Saras Vyanjan,No,2.9,5
Shree Bikaner Misthan Bhandar,Yes,3,8
Shree Bikaner Misthan Bhandar,Yes,3.1,15
Standard Family Restaurant,No,2.9,16
The Hunger End,No,3,4
Pizza Express,No,0,1
Anupam Sweets & Restaurant,No,3,10
Caramel,No,2.9,9
Chaska Restaurant,No,3.2,24
Club Pizzeria,No,3.4,19
Gupha,No,2.9,8
Indian Gourmet,No,3,8
Tandoori Zaaika's,No,3.2,39
TCD Cake & Bake,No,3.1,10
The Grill Darbar,No,3.3,17
Urban Cuisine,No,3.4,37
Mister Mughal,No,3.5,33
The Hub,No,3.1,9
Bake Your Dreamz,No,0,3
Green Chilly Chinese Food,No,0,2
Mom's Kitchen,Yes,0,1
The Baking Treats N More,No,0,0
Twin Brothers,No,0,0
Aggarwal Sweets Centre,Yes,2.9,4
Bawarchi,Yes,3,14
D ART of Flavour,No,2.8,13
Italia Cafe by Aura,No,2.8,5
Pizza Street,No,2.6,12
Rock Cafe,No,3,8
Sardaar Ji Chaap & Rolls,No,3.1,7
Spice Wok,No,3.1,18
Vrindavan Sweets & Restaurant,No,3,22
Yummy Cake,No,3,4
Bikaner Sweets & Bakers,Yes,0,0
Burger Xpress,Yes,0,0
Da Pizza Zone,Yes,0,0
Finger Licious,Yes,0,0
Med E Taste,No,0,3
Punjabii Tandoor,No,0,3
Shankar Sweets,No,0,0
Tasty Bites,No,0,2
The Street- Curries & Grills,No,0,1
Bakers Delight - The Atrium,No,3,10
On The Rocks - The  Atrium,No,3.1,18
World Cafe - Vibe by The LaLiT Traveller,No,3.3,56
Chaudhary Ke Mashhoor Paranthe,No,2.8,14
Thakur Bakers,No,3,6
FoodByMom,No,3.6,161
Mr. Brown,Yes,3.9,52
Mitalis Kitchen,No,0,1
The Big Scoop,Yes,0,0
9 Mars Lounge,No,2.5,184
Barista,Yes,3.4,33
Baskin Robbins,Yes,3.3,27
Burger King,Yes,3.4,327
Cafe Coffee Day,Yes,3.2,63
Chinese X'Press,No,2.9,16
Cinch,No,2.6,92
Costa Coffee,Yes,3.3,60
Domino's Pizza,Yes,3.2,17
Dosa X'press,No,3,6
Kebab Xpress,Yes,2.7,14
Let's Noodle,Yes,2.6,181
McDonald's,Yes,3.3,150
Mx Corn,Yes,3.1,7
Dunkin' Donuts,Yes,3.6,252
Haldiram's,Yes,3.6,187
Pind Balluchi,Yes,1.8,322
Maini Restaurant,No,3.3,114
The Dosa King,Yes,3.2,80
Baba Au Rhum,No,4.5,280
Burger Factory,No,4.8,415
Club Cubana,No,4.4,646
Curlies,No,3.5,1681
La Plage,No,4.6,302
St. Anthony's,No,3.8,911
Britto's Bar & Restaurant,No,4.3,2191
Fat Fish,No,4.2,856
Martin's Corner,No,4.4,1115
Infantaria,No,3.7,1221
Souza Lobo,No,4.3,918
Fisherman's Cove,No,3.8,601
Calamari,No,4.2,414
The Fisherman's Wharf,Yes,4.6,555
LPK Waterfront,No,3.7,516
Ritz Classic,No,4.5,840
The Black Sheep Bistro,No,4.7,681
Cafe Al Fresco by Cantina Bodega,No,4.3,265
The Fisherman's Wharf,Yes,4.4,323
Antares,No,4.2,367
K Lab,No,3.4,16
Pind Balluchi,Yes,2.7,80
Punjab Grill,Yes,4.3,1887
Zambar,No,4,802
Cakes & More,No,3,4
Kwality Wall's Swirl's,Yes,3,5
Yo! Dimsum,Yes,3,10
Mx Corn,Yes,0,2
Red,No,3,57
Rocketchefs,No,3.1,4
The Fresh Chicken Store,No,2.9,4
Achoos Food Corner,No,0,0
Aha Bites,No,0,0
Ancient Spice,No,0,2
Chimney - The Takeaway,No,0,1
Costa Coffee,Yes,0,2
Good to Go,No,0,1
Gopi Sweets & Caters,No,0,0
Late Night Food,No,0,1
Lavi Foji Dhaba,No,0,0
Narayan Fast Food Home,No,0,0
OMG Kitchenz,No,0,1
OMG Tiffinz,No,0,0
Sardarji Chicken Point,No,0,1
Solty Hotel,No,0,0
Tanishk Gourmet Indian,No,0,0
The Burger Chef,No,0,3
Club Tokyo - Best Western Skycity Hotel,No,2.8,13
Lattitude - Skycity Hotel,No,2.9,15
Bisque Bakery,No,3.9,415
Behrouz Biryani,Yes,3.4,36
Domino's Pizza,Yes,3.4,104
Giani,Yes,3.4,70
PizzaVito,No,3.3,218
Shawarma House,No,3.4,225
Subway,Yes,2.5,150
Asian Bistro,No,3.8,184
BBQ Factory,No,3.9,146
Faaso's,Yes,3.6,33
Chaayos,Yes,4.3,48
Mosaic - Country Inn & Suites,No,3.8,91
60 ML - Country Inn & Suites by Carlson,No,3,7
Mosaic - Country Inn & Suites by Carlson,Yes,3.5,37
Big Shot Bar - Country Inn & Suites,No,3.5,32
Mosaic - Country Inn & Suites By Carlson,Yes,3.4,19
Downtown Kitchen & Bar - Courtyard by Marriott,No,3.2,6
Courtyard Grill - Courtyard by Marriott,No,0,3
Di Ghent Boulangerie,No,3.9,231
Khyen Chyen,No,3.7,364
The Pint Room,Yes,3.7,127
Tughlaq,No,3.5,351
Big Wong XL,Yes,4,162
Bunker,No,4.2,248
Culture Cafe,No,4.2,144
Nowhere Terrace Brewpub Cafe,No,4.1,214
Cafe G - Crowne Plaza,No,3.9,181
Wildfire - Crowne Plaza,No,3.7,131
Isabella,No,2.8,191
Fatburger,No,3.3,793
Burma Burma,No,4.6,563
Pier 38,No,4.6,177
Yum Yum Cha,No,4.5,407
Amici Cafe,Yes,3.7,647
Au Bon Pain,Yes,3.7,503
California Pizza Kitchen,No,3.7,980
Chai Point,Yes,3.7,544
Cherry Comet,No,3.6,455
Circus,Yes,3.9,230
Dunkin' Donuts,Yes,3.8,701
Holy Smoke,No,3.6,313
Italiano,Yes,3.6,625
Krispy Kreme,Yes,3.9,425
Not Just Paranthas,Yes,3.6,734
Oh! Calcutta,Yes,3.8,706
Olive Bistro,Yes,3.9,1490
Pita Pit,Yes,3.9,870
Raasta,Yes,3.8,1065
Red Mango,Yes,3.6,365
Rred Hot Asian Bistro,No,3.5,384
Smaaash,Yes,3.9,622
Starbucks,Yes,3.9,560
Sutra Gastropub,No,3.8,1046
Taco Bell,Yes,3.8,176
The People & Co.,No,3.7,173
Theobroma,No,3.8,227
Wendy's,Yes,3.9,296
The Wine Company,No,2.4,2412
Cafe Delhi Heights,Yes,4,1840
Cyber Hub Social,No,4.3,716
Delifrance - The France Cafe Bakery,No,4,199
Dhaba By Claridges,No,4,1658
Farzi Cafe,Yes,4.3,4385
Hard Rock Cafe,Yes,4.1,1949
Instapizza,Yes,4,219
Made In Punjab,Yes,4,1595
Nando's,Yes,4,1730
Quaff,No,4.1,353
SodaBottleOpenerWala,Yes,4,2843
The Grill Mill,No,4,209
Knight Rider,No,3.1,185
Chaayos,Yes,3.8,393
Nooba,Yes,3.8,333
Domino's Pizza,Yes,2.4,125
Indigo Delicatessen,No,4.2,205
Escape Terrace Bar Kitchen,No,3.4,294
Kwaliti,No,3.3,129
Subway,Yes,2.5,125
Burger Point,Yes,3.8,74
Chaat Chowk,No,3.7,217
Chef Style,No,3.8,239
Delhicacy,No,3.8,317
Dimsum & Co.,No,3.9,136
Instapizza,Yes,3.6,426
L'Opera,Yes,3.8,196
Lazeez Food,No,3.5,173
Le Marche Sugar & Spice Cafe,No,3.5,52
The Breakfast Club,Yes,3.5,189
Sugar & Spice - Le Marche,Yes,2.4,88
Crudo Juicery,Yes,4.3,154
Fork with Stick,No,4,169
Uptown Fresh Beer Cafe,No,4.1,230
Barista,Yes,3.2,18
Cafe Coffee Day,Yes,2.6,27
Domino's Pizza,Yes,2.8,30
Italiano,Yes,3,49
McDonald's,Yes,2.6,30
Parantha Gurus,No,3.3,27
Pizza Hut Delivery,Yes,2.8,29
Sibang Bakery,Yes,3.3,13
Sonya Bakery Cafe,Yes,3.3,20
Subway,Yes,3.1,46
Viva Hyderabad,Yes,2.5,69
7 Barrel Brew Pub,No,3.9,490
Wai Yu Mun Ching,Yes,3.5,112
Baskin Robbins,Yes,0,3
KFC,Yes,2.2,73
Burmese Kitchen Plus,No,3.4,65
Drinks Come True,No,3.1,9
Eat All Nite,No,3.2,184
Frontier,Yes,2.9,4
GenY Cuisines,No,3,4
K Raga's,No,2.9,5
Kangri,No,3.4,84
Makhmali Kebabs,No,3.2,10
Masala Ville,No,3.2,15
Night Food Xprs,Yes,3.1,12
Roti Boti,No,2.9,35
Sama Chicken Biryani,No,2.9,4
Subway,Yes,2.8,54
The Rolling Pin Bakery,No,3.1,10
Weird Time Food,Yes,3.1,7
Twigly,Yes,4.6,395
Asian Haus,Yes,3.9,360
Beyond Breads,No,3.8,326
Biryani By Kilo,Yes,3.9,403
Captain Grub,Yes,3.8,447
Pita Pit,Yes,3.5,56
Rawleaf,No,3.6,38
Sushi Haus,No,3.8,124
Eggzellent,No,0,1
High On Tea,No,0,3
Sona Bridge Hotel,No,0,2
Yo! Dimsum,Yes,0,1
Angrezee Choupal,No,3.8,299
Ashoka Snacks Corner,No,0,0
Chefoncalls,No,0,0
Corp Kitchen,No,0,0
Good Food,No,0,0
Mahek By Greenz,No,0,0
Pao King,No,0,0
Prabhat Fast Food Corner,No,0,1
Shama Chicken Corner,Yes,0,0
Unique Food Hut,No,0,0
A 1 - Snacks and food corner,No,2.5,16
Anandum,No,3.2,13
Apni Rasoi,Yes,3,160
Banke Bihari Bhojanalay,No,2.6,36
Biryani 365,No,3.2,17
Bro's Kitchenette,No,3.3,11
Cafe Coffee Day,Yes,3.1,9
Cafe Coffee Day,Yes,3.2,26
Cafe Du Rendezvous,No,3.2,21
Cake 24x7,Yes,3.3,25
Cake On Wheels,No,2.8,18
Cake Point,Yes,2.9,7
Cake Point,Yes,3,35
Cakes Degree,No,3.4,18
Chateau Garlic,No,3,14
Chennai Express,Yes,3.2,15
Crust N Cakes,Yes,3.4,18
Dabba Meat,Yes,3.4,29
Deepak Rasoi,No,2.7,22
Foodaucity - Bum Bum Bholey Ke Chole Bhature,No,3.3,14
Foodies Nation,No,3.4,19
Goli Vada Pav No. 1,Yes,3.1,83
Grandma's Kitchen,No,2.5,20
Gurgaon Hights,No,2.5,19
Idliss,No,3.4,359
Indian Home Food,No,2.6,51
Jetha Lal Ka Dhabha,No,3.1,53
Kusum Rolls,No,3.1,71
Megha Vaishno Dhaba,No,3.1,33
Nikhil Food Point,No,2.7,19
Plan B,No,3.4,132
Punjabi Zaika,Yes,3.2,74
Rasoi,Yes,3,6
Roll's Royce,No,3.2,42
Shree Bikaner Misthan Bhandar,Yes,3.1,29
Smokey Pan,No,3.2,14
Surprise O Meal,No,3.4,35
Tandoor on The Way,No,3.2,45
Tawa N Tandoor,No,2.7,51
The Paradise Biryani,No,2.9,22
The Royal,No,3.3,15
Theka Desi Khaana,No,3,12
Tobasco Kitchen,No,3.2,38
Tpot,Yes,3.2,15
Uncle's Cafe,No,2.7,23
Welcome Cafeteria,No,3.3,23
Yo Yo China Town,No,2.8,31
Caterspoint,No,4.9,223
Bake-a-boo,No,3.7,55
Burger Hut,Yes,3.6,319
China Gatherings,No,3.5,46
Crazy Bhukkhad,No,3.9,54
Deez Biryani & Kebabs,Yes,3.7,371
Fomads,No,3.6,26
Happy Beings,No,3.5,66
InstaDozza,No,3.5,28
Mom's Kitchen,Yes,3.5,27
The Baker's Bar  ... Bakery & Cafe,No,3.6,29
Veg Ex,Yes,3.8,45
Volt - By Plan B,No,3.5,19
ZASTY,Yes,3.5,52
Aahar,No,2,60
Chicken Bytes,No,2.1,34
Flying Cakes,Yes,2.2,136
Punjabi Tadka,Yes,2.2,43
Coldpress Company,Yes,4,34
Crudo Juicery,Yes,4.3,33
First Eat,Yes,4,162
Zoe,No,4.3,217
Dabba Meat,Yes,3.1,195
Kashmiri Kitchen,No,3.4,210
Rumi's Kitchen,No,3.4,165
Baking Bad,Yes,3.7,98
Bamboo Boat,No,3.8,115
Big Jack's,No,3.5,129
Kebab Gali,Yes,3.9,164
Lucknow Mail,No,3.8,86
Monster's Cafe,No,3.5,269
Monty's Chicken Wings,No,3.9,124
My Country Platter,No,3.8,61
SARA World Cuisine,No,3.9,90
Wah! Amritsar,No,3.6,213
World In A Box,No,3.6,461
Bun Intended,Yes,4.2,93
Cafe Gatherings,No,4.4,161
Cafe Soul Garden,No,4.1,255
Food O Gram,No,4,88
Happy Hakka,Yes,4.1,134
Kaiser,No,4.1,152
Pizza Central,No,4.1,151
Tasty Fare,No,3.4,42
Burger Point,Yes,3.6,39
Drifters Cafe,Yes,3.9,40
Oh! Fudge,No,3.8,93
Anjlika,No,3.1,7
IZU,No,3.4,129
Sugar & Spice - Le Marche,Yes,2.9,107
Bizibean,No,3.6,59
ChandChini,No,3.8,40
Coffee & Chai Co.,No,3.6,296
Greek Food & Beyond,No,3.6,27
Mediumwelldone,No,3.5,259
Sonya Bakery Cafe,Yes,3.5,34
Soul & Spice Co.,No,3.8,120
7 Degrees Brauhaus,No,4.2,1193
Cafe Amaretto,No,4.1,147
Sibang Bakery,Yes,4.1,227
The Hangout by 1861,No,4,192
The Mad Teapot/The Wishing Chair,Yes,4.4,83
Ninkasi Imperial Brews & Cookery,No,4.2,77
Zaffran,Yes,4.1,229
Spiritual Bar & Lounge-DoubleTree by Hilton,No,3.4,52
The Food Store - DoubleTree by Hilton,No,3.6,58
Barista,Yes,3.3,25
Burger King,Yes,3.4,452
Club Mojo,No,2.6,35
KFC,Yes,2.6,134
Not Just Paranthas,Yes,2.7,426
Shree Rathnam,Yes,2.9,108
Mogli's Coffee,No,3.8,35
Pind Balluchi,Yes,2.6,26
Sip n Bite,No,3.2,38
Abar Khabo,No,3.6,86
Moti Mahal Delux,Yes,3.6,29
The Lost Mughal,No,3.8,43
Fortune Deli - Fortune Select Excalibur,No,3.6,42
India on my Plate - Fortune Select Excalibur,No,4,111
Orchid - Fortune Select Global,No,2.6,20
Hungry Buffoons,No,2.7,24
Karim's,Yes,2.8,261
Manhattan Brewery & Bar Exchange,No,4.6,2093
Di Miso,No,3.6,38
Kuuraku,No,3.9,106
Vapour Bar Exchange,No,3.8,31
19 Flavours Biryani,No,4.1,84
Bhai Ji Foods,No,3.3,165
Captain Bill$ Deliverz,Yes,2.7,185
Curry n Phulka,No,2.8,48
Jaguar,No,2.8,14
Jalsa Lounge,No,3.2,37
Lord of Grillz,No,3.2,30
Midnight Cravings Beyond Control,No,3.3,336
Outback,No,3.4,106
The Cinnamon Kitchen,No,3.4,50
Dudleys,No,4.6,150
56 Ristorante Italiano,No,3.7,416
All Time Cafe,No,3.6,32
Baba's,No,3.6,110
Chilli Indiana,No,3.8,74
Go Kylin,Yes,3.5,81
Just for Chai,No,3.5,116
Kabab Mistri,No,3.6,36
Nashta,No,3.7,224
Nooba,Yes,3.6,148
Side Wok,Yes,3.9,280
Takamaka,No,3.9,67
The Ark,No,3.7,45
The Gathering Hut,No,3.5,27
Wangchuk's Ladakhi Kitchen,No,3.6,241
Daawat-e-Kashmir,No,4.2,146
La Pino'z Pizza,Yes,4,259
The Diet Kitchen,Yes,4,20
Om Sweets & Snacks,Yes,3.1,138
Subway,Yes,2.8,101
Taste of Tamil Nadu,No,3.1,94
The Bridge - Hotel Clark Inn Gurgaon,No,2.8,7
Illusion The Lounge Bar - Hotel Clark Inn Gurgaon,No,0,2
Gardenia - Hotel Grenville,No,2.8,15
Call For Cuisine - Hotel Grenville,No,0,2
Armory - Hotel Haut.Monde,No,2.9,6
Citron - Hotel Haut.Monde,No,2.7,13
Gabbar Meals,No,3.4,260
McDonald's,Yes,2.7,90
Crust Bistro,No,3.6,144
Dunkin' Donuts,Yes,3.6,243
Kabab Roll Cafe,No,3.8,121
Starbucks,Yes,3.8,183
Eggers Madhouse,Yes,4,647
Gallery Caf?? - Hyatt Place,No,3.8,73
Coffee to Cocktail Bar - Hyatt Place,No,0,0
Spice It - Hotel IBIS,No,2.7,96
Nukkadwala,Yes,3.4,41
Power Play Resto Bar,No,2.8,91
Daikichi,No,3.6,70
The Atrium - By Jukaso It Suites,No,2.8,21
Delhi - Kingdom of Dreams,No,3.7,364
Lucknow - Kingdom of Dreams,No,3.7,179
Longitude 77??03' Bar - Le Meridien Gurgaon,No,3.4,23
I-Kandy - Le Meridien Gurgaon,No,3.6,218
Bella Cucina - Le Meridien Gurgaon,No,4.1,38
Bar Code - Leisure Inn,No,3,6
Bites - Leisure Inn,No,3,19
Outback Bar and Grill - Leisure Inn,No,3,10
Citrus Cafe - Lemon Tree Premier,No,3.2,137
Ammu's South Indian Restaurant,Yes,2.8,45
Barista,Yes,3.3,22
