Restaurant Name,Price range,Has Table booking,Has Online delivery,Online Delivery by Price Range,Total Restaurants by Price Range,Percentage Offering Online Delivery,Percentage Offering table
The BrewMaster,1,No,No,,,,
The Tamarind Tree,3,No,No,,,,
Cafe El Chico,4,No,No,,,,
Eat On,1,No,No,,,,
Hot Stuff,3,No,No,,,,
Paradise,3,No,No,,,,
Sagar Ratna,2,No,No,,,,
Moti Mahal Delux,3,No,No,,,,
Makhan Fish and Chicken Corner,2,No,No,,,,
Charming Chicken,1,No,No,,,,
Ahuja Milk Bhandar,1,No,No,,,,
Crystal Restaurant,3,No,No,,,,
Brijwasi Chat Bhandar,1,No,No,,,,
Bubby Fish & Chicken Corner,1,No,No,,,,
Bon Gateau,2,No,No,,,,
The Yellow Chilli,3,No,No,,,,
La Roma Pizzeria,2,No,No,,,,
Sakhis Watz Kukin,2,No,No,,,,
The Kulcha Land,1,No,No,,,,
Shudh Restaurant,2,No,No,,,,
Bade Bhai Ka Brothers' Dhaba,2,No,No,,,,
Bharawan Da Dhaba,2,No,No,,,,
Brothers Dhaba,2,No,No,,,,
Brothers' Amritsari Dhaba,2,No,No,,,,
Gurdas Ram Jalebi Wala,1,No,No,,,,
Kesar Da Dhabha,2,No,No,,,,
Beera Chicken Corner,2,No,No,,,,
Surjit Food Plaza,3,No,No,,,,
Kanha Sweets,1,No,No,,,,
Kream N Krunch,3,No,No,,,,
Balbeer's Kitchen & Bar,3,No,No,,,,
Angeethi Restaurant,2,No,No,,,,
Domino's Pizza,2,No,No,,,,
Hotel Laadli,2,No,No,,,,
Indiana Veg Restaurant,2,No,No,,,,
Madhuban Restaurant - Welcome Hotel Rama International,4,No,No,,,,
Mauj Restaurant,2,No,No,,,,
Naivedya,2,No,No,,,,
d' Curry House,3,No,No,,,,
Mokoholic Juice Bar,1,No,No,,,,
Ashoka's Veg Restaurant,2,No,No,,,,
Kareem's Fine Dining,2,No,No,,,,
That Baat,2,No,No,,,,
Bhoj Restaurant,2,No,No,,,,
Downside Up,2,No,No,,,,
Kareem's Kabab & Biryani,2,No,No,,,,
Great Sagar Restaurant,2,No,No,,,,
Kailash Restaurant,2,No,No,,,,
Yalla Yalla,2,No,No,,,,
Sultans of Spice,3,Yes,Yes,,,,
The Fatty Bao - Asian Gastro Bar,4,Yes,Yes,,,,
Toit,4,No,No,,,,
Three Dots & A Dash,3,Yes,No,,,,
Bombay Brasserie,3,No,Yes,,,,
Glen's Bakehouse,2,No,No,,,,
Onesta,2,No,Yes,,,,
Onesta,2,No,No,,,,
ECHOES Koramangala,2,No,No,,,,
Truffles,2,No,Yes,,,,
The Black Pearl,3,Yes,No,,,,
Eat Street,1,No,Yes,,,,
Koramangala Social,3,No,No,,,,
AB's - Absolute Barbecues,3,No,No,,,,
Flechazo,3,Yes,No,,,,
Communiti,3,No,No,,,,
Big Brewsky,3,Yes,Yes,,,,
Hoot,3,No,No,,,,
Farzi Cafe,3,No,No,,,,
Black N White Cafe,1,No,No,,,,
Maybe There,2,No,No,,,,
Sagar Gaire Fast Food,1,No,No,,,,
The Kasbah,2,No,No,,,,
Bake N Shake,2,No,No,,,,
10 Downing Street,3,No,No,,,,
Chi Kitchen,3,No,No,,,,
Kafe Kulture,2,No,No,,,,
Violet Hour,2,No,No,,,,
Bapu Ki Kutia,2,No,No,,,,
Da pizzeria,2,No,No,,,,
Papa Mexicano,2,No,No,,,,
Manohar Dairy And Restaurant,2,No,No,,,,
Kebabsville - Sayaji Hotel,4,No,No,,,,
Indian Coffee House,2,No,No,,,,
The Urban Socialite,3,No,No,,,,
Tyre Patty,2,No,No,,,,
Silver Streak,2,No,No,,,,
Barbeque Nation,3,No,No,,,,
Central Perk 7,2,No,No,,,,
The Chicken Dinesty,2,No,No,,,,
Taste Of China,2,No,No,,,,
Michael's Kitchen,2,No,No,,,,
Mamma Mia - Mayfair Lagoon,3,No,No,,,,
99 North Restaurant,1,No,No,,,,
Adda,2,No,No,,,,
Chill Ummm,1,No,No,,,,
Lal Qila,2,No,No,,,,
Richard's Kitchen & Coffee Bar,1,No,No,,,,
Aangan Horizon,2,No,No,,,,
Brewberrys The Coffee Bar,1,No,No,,,,
Chai Break,2,No,No,,,,
JUGAAD JN.,1,No,No,,,,
Cha cTea,2,No,No,,,,
Food Fever,2,No,No,,,,
Mainland China,3,No,No,,,,
Eram Rooftop,1,No,No,,,,
The Night Factory,2,No,Yes,,,,
Brooklyn Central,3,No,No,,,,
Chili's,3,No,Yes,,,,
Kylin Experience,3,No,No,,,,
Mocha,3,No,No,,,,
Pirates of Grill,3,No,No,,,,
TGI Friday's,3,No,No,,,,
Pal Dhaba,2,No,No,,,,
Midnight Chef,3,No,Yes,,,,
Nik Baker's,2,No,No,,,,
OvenFresh,2,No,No,,,,
Super Donuts,1,No,Yes,,,,
Taco Bell,2,No,Yes,,,,
Karim's,2,No,No,,,,
Virgin Courtyard,4,No,No,,,,
Burgrill,2,No,Yes,,,,
Uncle Jack's,2,No,No,,,,
That Madras Place,2,Yes,Yes,,,,
Haunted,2,Yes,Yes,,,,
Pantry d'or,2,Yes,Yes,,,,
Palmshore,2,Yes,Yes,,,,
Chili's,3,Yes,Yes,,,,
Writer's Cafe,1,No,Yes,,,,
Fusilli Reasons,1,No,No,,,,
Ciclo Cafe,3,No,No,,,,
Kaidi Kitchen,3,Yes,Yes,,,,
Bombay Brasserie,3,Yes,Yes,,,,
Maplai,3,Yes,No,,,,
Paradise,2,No,Yes,,,,
L'amandier,3,Yes,Yes,,,,
Basil With A Twist,3,Yes,Yes,,,,
Barbeque Nation,4,No,No,,,,
Coal Barbecues,3,No,No,,,,
Pind,2,Yes,No,,,,
Kuchi n Kream,3,No,Yes,,,,
Haribhavanam Hotel,2,No,No,,,,
Kites Cafe,2,No,Yes,,,,
Zucca Pizzeria,2,No,Yes,,,,
Burger Ka Baap,2,No,No,,,,
The Cascade Restaurant,3,No,Yes,,,,
24 Plus Cafe & Restaurant,2,No,No,,,,
Valarmathi Kongunaatu Samayal,2,No,No,,,,
Bird On Tree,3,No,No,,,,
Tim's Bistro,2,No,Yes,,,,
Batlivala & Khanabhoy,3,No,No,,,,
Cafe Totaram,2,No,Yes,,,,
Cream Centre,3,No,No,,,,
On The Go,4,No,No,,,,
Sree Annapoorna,2,No,No,,,,
That's Y Food,3,No,No,,,,
CakeBee,2,No,Yes,,,,
Yari,2,No,No,,,,
Cream Stone,1,No,No,,,,
The Punjabi Essence Restaurant,3,No,No,,,,
Tirupati Restaurant,3,No,No,,,,
Anandam,3,No,No,,,,
Town Table Restaurant,4,No,No,,,,
Kalsang Friends Corner,3,No,No,,,,
The Great Indian Pub,4,No,No,,,,
BMG - All Day Dining,1,No,No,,,,
Punjab Grill,4,No,No,,,,
TBistro,3,No,No,,,,
Y Cafe & Restaurant,3,No,No,,,,
Eddie's Patisserie,2,No,No,,,,
First Gear Cafe,3,No,No,,,,
Dunkin Donuts,3,No,No,,,,
Doon Darbar,3,No,No,,,,
Razzmatazz,2,No,No,,,,
Black Pepper Restaurant,4,No,No,,,,
Cafe Marigold,3,No,No,,,,
Jalapenos,3,No,No,,,,
Kalsang AMA Cafe,3,No,No,,,,
Desire Foods,1,No,No,,,,
Knight Rock,2,No,No,,,,
Punjab Restaurant,1,No,No,,,,
Raju Dhaba,1,No,No,,,,
Rakheja Bakery,1,No,No,,,,
Snax Points,1,No,No,,,,
Aggarwal Sweet Corner,1,No,No,,,,
Kashyap Vaishno Dhaba,1,No,No,,,,
Total Food Court,1,No,No,,,,
The Chaiwalas,1,No,No,,,,
Cafe And More,1,No,No,,,,
Green Chick Chop,1,No,No,,,,
Kolkata Hot Kathi Rolls,1,No,No,,,,
Aapki Rasoi,1,No,No,,,,
Fusion Food Corner,1,No,No,,,,
Punjabi Rasoi,1,No,No,,,,
Kebab Xpress,2,No,Yes,,,,
Suruchi,2,No,No,,,,
Berco's,3,No,Yes,,,,
Dunkin' Donuts,2,No,Yes,,,,
The Chocolate Room,2,No,Yes,,,,
Baskin Robbin,1,No,No,,,,
Popcorn Fusion,1,No,No,,,,
KFC,2,No,Yes,,,,
Yo! China,3,No,Yes,,,,
Giani's,1,No,No,,,,
Momo-Cha,1,No,Yes,,,,
Shree Rathnam,2,No,Yes,,,,
Mirage Restro Bar,3,Yes,No,,,,
Jai Jagannath Hotel,1,No,No,,,,
Gelato Vinto,1,No,No,,,,
Maggi Point,1,No,No,,,,
Angaar,3,Yes,No,,,,
TcozY,3,No,No,,,,
The Retriever,3,Yes,No,,,,
Bangali Sweets & Restaurant,1,No,No,,,,
Silver,3,Yes,No,,,,
Chill 'N Grill,1,No,No,,,,
Punjabi Restaurant,2,No,No,,,,
Standard Chicken Point,2,No,No,,,,
The Grillz & Gravy,1,No,No,,,,
Cakes 'n Bakes - Park Plaza,3,No,No,,,,
Cafe Bite,2,No,No,,,,
Cafe Light,2,No,No,,,,
Little Cafe,1,No,No,,,,
Momo-Cha,1,No,No,,,,
Oregano India,2,No,No,,,,
Sagar Bakery,1,No,No,,,,
Smugglers,1,No,Yes,,,,
Welcome,2,Yes,No,,,,
Invitation,2,No,No,,,,
New Dilight,2,No,No,,,,
Chimney,2,Yes,Yes,,,,
Chopstick,1,No,No,,,,
Hot & Tasty Chinese Food,1,No,No,,,,
Sanjha Chulha,2,No,Yes,,,,
Frontier,1,No,No,,,,
Oxy Lounge,3,Yes,Yes,,,,
City Dhaba,2,No,No,,,,
Garam Masala,1,No,No,,,,
Mittal Fast Food,1,No,No,,,,
Al Bake,2,No,Yes,,,,
Anupam Sweet,1,No,No,,,,
Cafe Coffee Day,1,No,No,,,,
Chicago Pizza,2,No,No,,,,
Crispy Crust,2,No,Yes,,,,
Gulab,2,No,Yes,,,,
Hunger Cure Express,2,No,No,,,,
Maitre Patissier,2,No,No,,,,
Nirula's,2,No,No,,,,
The Grub House,2,No,No,,,,
Twenty Four Seven,1,No,No,,,,
Cafe Parmesan,3,No,No,,,,
Briosca,1,No,Yes,,,,
Burger Point,1,No,Yes,,,,
Cafe Grub Up,2,Yes,No,,,,
Cakes At Bhawanas,1,No,No,,,,
Chaudhary Bhojnalaya,1,No,No,,,,
Chickenette,2,No,No,,,,
Giani,1,No,No,,,,
Hash Stix,1,No,No,,,,
Juice On Go,1,No,No,,,,
Keventers,1,No,No,,,,
MD's Kebabs & Curries,2,No,Yes,,,,
Perfect Bake,1,No,No,,,,
Sethi's Delicacy,1,No,No,,,,
Caf?? Bogchi,2,No,Yes,,,,
Ashoka Restaurant,1,No,No,,,,
Baskin Robbins,1,No,Yes,,,,
China Hot Pot,1,No,No,,,,
Handi Chhadeyan Di,1,No,No,,,,
Hungrill,2,No,No,,,,
Kant Khana Khazana,1,No,No,,,,
Open Yard,2,Yes,No,,,,
Recipe Badshah,1,No,No,,,,
The Chai Cafe,1,No,No,,,,
Apna Restaurant,1,No,No,,,,
Chaudhary Chaap & Chinese,1,No,No,,,,
Chings Chinese,1,No,No,,,,
Food On Wheels,1,No,No,,,,
Gulshan Hotel,1,No,No,,,,
Maa Kali Foods,1,No,No,,,,
The Street Kitchen,1,No,No,,,,
United Kitchen,2,No,No,,,,
Eat N Treat,1,No,No,,,,
Hotel Ekant,2,No,No,,,,
Momo-Cha,2,No,Yes,,,,
Paradise Inn,2,No,No,,,,
Red Chilli,1,No,No,,,,
Shiv Restaurant,1,No,No,,,,
Sohan Sweets & Namkeen,1,No,No,,,,
The Binge Box Cafe,2,No,No,,,,
Tmos Moving Feast,2,No,Yes,,,,
Tmos Cafe Corner,2,Yes,Yes,,,,
Parkash Dhaba,1,No,No,,,,
Hareram Bikanerzaika,1,No,No,,,,
Kulcha Paaji,1,No,No,,,,
Shree Bikaner Misthan Bhandar,1,No,No,,,,
"The Hub - Gourmet, Bakers & More",1,No,No,,,,
Anand Dhaba,1,No,No,,,,
Bikaneri Sweets & Restaurant,1,No,No,,,,
Delicieux Ice Cream Rolls,1,No,No,,,,
Flying Tandoor,1,No,No,,,,
Food Station,1,No,No,,,,
Grub Hub,2,No,No,,,,
Punjabi Chulha,1,No,No,,,,
Purani Dilli Da Swad,1,No,No,,,,
The BBQ Garden,2,Yes,No,,,,
Funk House Cafe,2,No,Yes,,,,
Shiksha Fast Food,1,No,No,,,,
Hungry Head,1,No,No,,,,
Tandoori Hut,1,No,No,,,,
Lalit Kathi Rolls Momos,1,No,No,,,,
Tamasha In Tafree,2,No,No,,,,
Oh My!,1,No,No,,,,
Butter & Grace,2,No,Yes,,,,
Snacks Bar,1,No,No,,,,
Ahata,2,No,No,,,,
Fritrolla,1,No,No,,,,
KitchenYard,1,No,No,,,,
Meghansh Bakery,1,No,No,,,,
Oh My !,1,No,No,,,,
The Dark Hour - Kitchen,1,No,No,,,,
Anupama Sweets & Family Restaurant,1,No,Yes,,,,
Shree Rathnam,2,No,No,,,,
Bikaner Misthan Bhandar,1,No,No,,,,
King's Kitchen,1,No,No,,,,
Muradabadi Chicken Biryani Corner,2,No,No,,,,
The Black Kettle,1,No,No,,,,
Desi Tadka,2,No,No,,,,
Destination Live,2,Yes,No,,,,
Kay's Bake Land,1,No,No,,,,
Kay's Food Land,1,No,No,,,,
Laziz Restaurant,2,No,No,,,,
Le Chef Restro Bar,3,Yes,No,,,,
Republic of Chicken,1,No,No,,,,
Tanishka Restaurant & Caterers,1,No,No,,,,
The Tandoori Times,2,No,No,,,,
Twist of Italy,1,No,No,,,,
Aggarwal Sweets And Caterers,1,No,No,,,,
Biryani Bot,1,No,No,,,,
Caf?? Kitchen,1,No,No,,,,
Evergreen Sweets & Restaurant,1,No,No,,,,
Magic Spice Wok,1,No,No,,,,
Magical Momos,1,No,No,,,,
Sam's Bake Shop,1,No,No,,,,
Shri Bikaner Misthan Bhandar,1,No,No,,,,
Tasty Dhaba Family Restaurant,1,No,No,,,,
U & I,2,No,No,,,,
Cravings,2,No,No,,,,
Evergreen Tandoori Night,2,No,No,,,,
Prelibato,1,No,No,,,,
Aravali Owls,2,No,No,,,,
Chicken Inn Family Meat Shop,1,No,No,,,,
Mother's Kitchen,1,No,No,,,,
Punjabi Culture,2,No,No,,,,
Three Olives,2,No,No,,,,
Aggarwal's Bikaner Mishthan Bhandar,1,No,No,,,,
Aravalli Owls,1,No,No,,,,
Chatny Delight,1,No,No,,,,
Harmann Restaurant,1,No,No,,,,
Kulcha King,1,No,No,,,,
Royal Bakers,1,No,No,,,,
Touch of Spice,2,No,No,,,,
Hunger Cure,2,No,No,,,,
Queens Cakes,1,No,No,,,,
Sri Meenakshi South Indian Food,1,No,No,,,,
Sardar A Pure Meat Shop,1,No,No,,,,
Invitation Restaurant,2,No,Yes,,,,
Kaushik Bakery,1,No,No,,,,
Rama Vaishnav Bhojnalaya,1,No,No,,,,
Shiv Saras Vyanjan,1,No,No,,,,
Standard Family Restaurant,1,No,No,,,,
The Hunger End,2,No,No,,,,
Pizza Express,1,No,No,,,,
Anupam Sweets & Restaurant,1,No,Yes,,,,
Caramel,2,No,No,,,,
Chaska Restaurant,2,No,No,,,,
Club Pizzeria,2,No,Yes,,,,
Gupha,2,No,No,,,,
Indian Gourmet,1,No,No,,,,
Tandoori Zaaika's,2,No,Yes,,,,
TCD Cake & Bake,1,No,No,,,,
The Grill Darbar,2,No,No,,,,
Urban Cuisine,2,No,Yes,,,,
Mister Mughal,2,No,Yes,,,,
The Hub,1,No,No,,,,
Bake Your Dreamz,2,No,No,,,,
Green Chilly Chinese Food,1,No,No,,,,
Mom's Kitchen,1,No,No,,,,
The Baking Treats N More,1,No,No,,,,
Twin Brothers,1,No,No,,,,
Aggarwal Sweets Centre,1,No,No,,,,
Bawarchi,2,No,No,,,,
D ART of Flavour,2,No,No,,,,
Italia Cafe by Aura,1,No,No,,,,
Pizza Street,2,No,Yes,,,,
Rock Cafe,2,No,No,,,,
Sardaar Ji Chaap & Rolls,1,No,No,,,,
Spice Wok,2,No,No,,,,
Vrindavan Sweets & Restaurant,1,No,No,,,,
Yummy Cake,1,No,No,,,,
Bikaner Sweets & Bakers,1,No,No,,,,
Burger Xpress,1,No,No,,,,
Da Pizza Zone,2,No,No,,,,
Finger Licious,1,No,No,,,,
Med E Taste,2,No,No,,,,
Punjabii Tandoor,2,No,No,,,,
Shankar Sweets,1,No,No,,,,
Tasty Bites,1,No,No,,,,
The Street- Curries & Grills,2,No,No,,,,
Bakers Delight - The Atrium,2,No,No,,,,
On The Rocks - The  Atrium,3,Yes,No,,,,
World Cafe - Vibe by The LaLiT Traveller,3,Yes,No,,,,
Chaudhary Ke Mashhoor Paranthe,1,No,No,,,,
Thakur Bakers,1,No,No,,,,
FoodByMom,1,No,Yes,,,,
Mr. Brown,2,No,Yes,,,,
Mitalis Kitchen,1,No,No,,,,
The Big Scoop,1,No,No,,,,
9 Mars Lounge,4,Yes,No,,,,
Barista,2,No,Yes,,,,
Burger King,2,No,Yes,,,,
Chinese X'Press,2,No,No,,,,
Cinch,3,Yes,No,,,,
Costa Coffee,2,No,No,,,,
Dosa X'press,2,No,No,,,,
Kebab Xpress,2,No,No,,,,
Let's Noodle,2,No,Yes,,,,
McDonald's,2,No,Yes,,,,
Mx Corn,1,No,No,,,,
Haldiram's,2,No,No,,,,
Pind Balluchi,3,Yes,Yes,,,,
Maini Restaurant,1,No,No,,,,
The Dosa King,2,No,Yes,,,,
Baba Au Rhum,3,No,No,,,,
Burger Factory,4,No,No,,,,
Club Cubana,4,No,No,,,,
Curlies,4,No,No,,,,
La Plage,3,No,No,,,,
St. Anthony's,4,No,No,,,,
Britto's Bar & Restaurant,4,No,No,,,,
Fat Fish,4,No,No,,,,
Martin's Corner,4,No,No,,,,
Infantaria,3,No,No,,,,
Souza Lobo,4,No,No,,,,
Fisherman's Cove,3,No,No,,,,
Calamari,3,No,No,,,,
The Fisherman's Wharf,4,No,No,,,,
LPK Waterfront,4,No,No,,,,
Ritz Classic,3,No,No,,,,
The Black Sheep Bistro,4,No,No,,,,
Cafe Al Fresco by Cantina Bodega,3,No,No,,,,
Antares,4,No,No,,,,
K Lab,1,No,No,,,,
Pind Balluchi,2,Yes,Yes,,,,
Punjab Grill,4,Yes,Yes,,,,
Zambar,3,Yes,Yes,,,,
Cakes & More,1,No,No,,,,
Kwality Wall's Swirl's,1,No,No,,,,
Yo! Dimsum,1,No,No,,,,
Red,3,No,Yes,,,,
Rocketchefs,2,No,Yes,,,,
The Fresh Chicken Store,1,No,No,,,,
Achoos Food Corner,1,No,No,,,,
Aha Bites,1,No,No,,,,
Ancient Spice,1,No,No,,,,
Chimney - The Takeaway,2,No,No,,,,
Good to Go,2,No,Yes,,,,
Gopi Sweets & Caters,1,No,No,,,,
Late Night Food,2,No,No,,,,
Lavi Foji Dhaba,1,No,No,,,,
Narayan Fast Food Home,1,No,No,,,,
OMG Kitchenz,1,No,No,,,,
OMG Tiffinz,1,No,No,,,,
Sardarji Chicken Point,2,No,No,,,,
Solty Hotel,1,No,No,,,,
Tanishk Gourmet Indian,2,No,No,,,,
The Burger Chef,1,No,No,,,,
Club Tokyo - Best Western Skycity Hotel,3,Yes,No,,,,
Lattitude - Skycity Hotel,4,Yes,No,,,,
Bisque Bakery,2,No,Yes,,,,
Behrouz Biryani,2,No,Yes,,,,
Giani,1,No,Yes,,,,
PizzaVito,2,Yes,Yes,,,,
Shawarma House,2,No,Yes,,,,
Subway,2,No,Yes,,,,
Asian Bistro,3,Yes,Yes,,,,
BBQ Factory,3,Yes,Yes,,,,
Faaso's,2,No,Yes,,,,
Chaayos,1,No,Yes,,,,
Mosaic - Country Inn & Suites,3,Yes,No,,,,
60 ML - Country Inn & Suites by Carlson,3,Yes,No,,,,
Mosaic - Country Inn & Suites by Carlson,3,Yes,No,,,,
Big Shot Bar - Country Inn & Suites,4,Yes,No,,,,
Downtown Kitchen & Bar - Courtyard by Marriott,4,No,No,,,,
Courtyard Grill - Courtyard by Marriott,4,No,No,,,,
Di Ghent Boulangerie,3,No,No,,,,
Khyen Chyen,2,Yes,Yes,,,,
The Pint Room,3,Yes,No,,,,
Tughlaq,3,No,Yes,,,,
Big Wong XL,3,Yes,Yes,,,,
Bunker,3,Yes,No,,,,
Culture Cafe,3,Yes,Yes,,,,
Nowhere Terrace Brewpub Cafe,3,Yes,No,,,,
Cafe G - Crowne Plaza,4,Yes,No,,,,
Wildfire - Crowne Plaza,4,Yes,No,,,,
Isabella,2,No,Yes,,,,
Fatburger,3,Yes,Yes,,,,
Burma Burma,3,Yes,No,,,,
Pier 38,3,No,No,,,,
Yum Yum Cha,3,No,No,,,,
Amici Cafe,3,Yes,Yes,,,,
Au Bon Pain,2,No,Yes,,,,
California Pizza Kitchen,4,Yes,Yes,,,,
Chai Point,1,No,Yes,,,,
Cherry Comet,1,No,Yes,,,,
Circus,3,Yes,No,,,,
Holy Smoke,3,Yes,No,,,,
Italiano,3,Yes,No,,,,
Krispy Kreme,1,No,Yes,,,,
Not Just Paranthas,3,No,No,,,,
Oh! Calcutta,3,Yes,Yes,,,,
Olive Bistro,4,Yes,No,,,,
Pita Pit,2,No,Yes,,,,
Raasta,4,Yes,Yes,,,,
Red Mango,2,No,Yes,,,,
Rred Hot Asian Bistro,3,Yes,Yes,,,,
Smaaash,3,No,No,,,,
Starbucks,2,No,No,,,,
Sutra Gastropub,4,No,No,,,,
The People & Co.,3,Yes,No,,,,
Theobroma,2,No,Yes,,,,
Wendy's,1,No,Yes,,,,
The Wine Company,4,Yes,No,,,,
Cafe Delhi Heights,4,No,No,,,,
Cyber Hub Social,3,Yes,Yes,,,,
Delifrance - The France Cafe Bakery,2,Yes,Yes,,,,
Dhaba By Claridges,4,Yes,Yes,,,,
Farzi Cafe,4,No,No,,,,
Hard Rock Cafe,4,Yes,No,,,,
Instapizza,2,Yes,Yes,,,,
Made In Punjab,3,Yes,No,,,,
Nando's,3,Yes,Yes,,,,
Quaff,3,Yes,No,,,,
SodaBottleOpenerWala,3,No,No,,,,
The Grill Mill,3,Yes,No,,,,
Knight Rider,3,Yes,No,,,,
Nooba,3,No,No,,,,
Indigo Delicatessen,3,Yes,Yes,,,,
Escape Terrace Bar Kitchen,3,Yes,No,,,,
Kwaliti,2,No,Yes,,,,
Chaat Chowk,1,No,Yes,,,,
Chef Style,2,Yes,Yes,,,,
Delhicacy,1,No,Yes,,,,
Dimsum & Co.,2,No,Yes,,,,
L'Opera,1,No,Yes,,,,
Lazeez Food,2,No,Yes,,,,
Le Marche Sugar & Spice Cafe,2,No,No,,,,
The Breakfast Club,2,No,Yes,,,,
Sugar & Spice - Le Marche,2,No,No,,,,
Crudo Juicery,1,No,Yes,,,,
Fork with Stick,2,Yes,Yes,,,,
Uptown Fresh Beer Cafe,4,No,No,,,,
Italiano,3,No,No,,,,
Parantha Gurus,2,No,No,,,,
Pizza Hut Delivery,2,No,Yes,,,,
Sibang Bakery,1,No,No,,,,
Sonya Bakery Cafe,1,No,No,,,,
Viva Hyderabad,2,No,Yes,,,,
7 Barrel Brew Pub,4,Yes,Yes,,,,
Wai Yu Mun Ching,2,No,Yes,,,,
Baskin Robbins,1,No,No,,,,
Burmese Kitchen Plus,2,No,No,,,,
Drinks Come True,1,No,No,,,,
Eat All Nite,2,No,Yes,,,,
GenY Cuisines,1,No,No,,,,
K Raga's,2,No,No,,,,
Kangri,2,No,No,,,,
Makhmali Kebabs,2,No,No,,,,
Masala Ville,2,No,No,,,,
Night Food Xprs,2,No,No,,,,
Roti Boti,2,No,No,,,,
Sama Chicken Biryani,1,No,No,,,,
The Rolling Pin Bakery,2,No,No,,,,
Weird Time Food,2,No,Yes,,,,
Twigly,2,No,Yes,,,,
Asian Haus,3,No,Yes,,,,
Beyond Breads,1,No,Yes,,,,
Biryani By Kilo,2,No,Yes,,,,
Captain Grub,3,No,Yes,,,,
Rawleaf,2,No,Yes,,,,
Sushi Haus,3,No,Yes,,,,
Eggzellent,1,No,Yes,,,,
High On Tea,1,No,No,,,,
Sona Bridge Hotel,1,No,No,,,,
Angrezee Choupal,2,No,Yes,,,,
Ashoka Snacks Corner,1,No,No,,,,
Chefoncalls,1,No,No,,,,
Corp Kitchen,2,No,No,,,,
Good Food,1,No,No,,,,
Mahek By Greenz,1,No,No,,,,
Pao King,1,No,No,,,,
Prabhat Fast Food Corner,1,No,No,,,,
Shama Chicken Corner,1,No,No,,,,
Unique Food Hut,2,No,No,,,,
A 1 - Snacks and food corner,1,No,Yes,,,,
Anandum,1,No,No,,,,
Apni Rasoi,1,No,Yes,,,,
Banke Bihari Bhojanalay,1,No,No,,,,
Biryani 365,2,No,Yes,,,,
Bro's Kitchenette,1,No,No,,,,
Cafe Du Rendezvous,1,No,Yes,,,,
Cake 24x7,2,No,Yes,,,,
Cake On Wheels,1,No,Yes,,,,
Cake Point,2,No,Yes,,,,
Cakes Degree,1,No,Yes,,,,
Chateau Garlic,2,No,No,,,,
Chennai Express,1,No,No,,,,
Crust N Cakes,2,No,Yes,,,,
Dabba Meat,2,No,Yes,,,,
Deepak Rasoi,1,No,No,,,,
Foodaucity - Bum Bum Bholey Ke Chole Bhature,1,No,No,,,,
Foodies Nation,1,No,No,,,,
Goli Vada Pav No. 1,1,No,Yes,,,,
Grandma's Kitchen,1,No,Yes,,,,
Gurgaon Hights,1,No,Yes,,,,
Idliss,1,No,Yes,,,,
Indian Home Food,2,No,Yes,,,,
Jetha Lal Ka Dhabha,1,No,Yes,,,,
Kusum Rolls,1,No,Yes,,,,
Megha Vaishno Dhaba,1,No,No,,,,
Nikhil Food Point,1,No,No,,,,
Plan B,3,Yes,No,,,,
Punjabi Zaika,2,No,Yes,,,,
Rasoi,2,No,No,,,,
Roll's Royce,1,No,Yes,,,,
Shree Bikaner Misthan Bhandar,1,No,Yes,,,,
Smokey Pan,1,No,No,,,,
Surprise O Meal,2,No,Yes,,,,
Tandoor on The Way,1,No,Yes,,,,
Tawa N Tandoor,2,No,Yes,,,,
The Paradise Biryani,2,No,Yes,,,,
The Royal,2,No,No,,,,
Theka Desi Khaana,1,No,Yes,,,,
Tobasco Kitchen,2,No,Yes,,,,
Tpot,1,No,No,,,,
Uncle's Cafe,1,No,No,,,,
Welcome Cafeteria,2,No,Yes,,,,
Yo Yo China Town,1,No,Yes,,,,
Caterspoint,2,No,Yes,,,,
Bake-a-boo,1,No,Yes,,,,
Burger Hut,1,No,Yes,,,,
China Gatherings,2,No,Yes,,,,
Crazy Bhukkhad,1,No,Yes,,,,
Deez Biryani & Kebabs,2,No,Yes,,,,
Fomads,1,No,No,,,,
Happy Beings,2,No,Yes,,,,
InstaDozza,1,No,Yes,,,,
Mom's Kitchen,1,No,Yes,,,,
The Baker's Bar  ... Bakery & Cafe,1,No,No,,,,
Veg Ex,2,No,Yes,,,,
Volt - By Plan B,3,Yes,No,,,,
ZASTY,2,No,Yes,,,,
Aahar,1,No,Yes,,,,
Chicken Bytes,2,No,Yes,,,,
Flying Cakes,1,No,Yes,,,,
Punjabi Tadka,2,No,No,,,,
Coldpress Company,2,No,Yes,,,,
First Eat,1,No,No,,,,
Zoe,2,No,Yes,,,,
Kashmiri Kitchen,3,Yes,Yes,,,,
Rumi's Kitchen,2,No,Yes,,,,
Baking Bad,3,No,Yes,,,,
Bamboo Boat,2,No,Yes,,,,
Big Jack's,2,No,Yes,,,,
Kebab Gali,2,No,Yes,,,,
Lucknow Mail,2,No,Yes,,,,
Monster's Cafe,3,No,Yes,,,,
Monty's Chicken Wings,2,No,Yes,,,,
My Country Platter,2,No,Yes,,,,
SARA World Cuisine,2,No,Yes,,,,
Wah! Amritsar,2,No,Yes,,,,
World In A Box,2,No,Yes,,,,
Bun Intended,2,No,Yes,,,,
Cafe Gatherings,2,No,Yes,,,,
Cafe Soul Garden,3,Yes,Yes,,,,
Food O Gram,2,No,Yes,,,,
